,County,Year,Deaths,Population,Crude Rate
2668,"Coos County, OR",2014.0,74,62475,118.4
2669,"Coos County, OR",2017.0,69,63888,108
2670,"Coos County, OR",2012.0,65,62534,103.9
2671,"Coos County, OR",2015.0,52,63121,82.4
2672,"Coos County, OR",2016.0,49,63761,76.8
2673,"Coosa County, AL",2012.0,12,10966,Unreliable
2674,"Coosa County, AL",2013.0,10,10898,Unreliable
2675,"Coosa County, AL",2015.0,13,10724,Unreliable
2676,"Copiah County, MS",2013.0,16,28921,Unreliable
2677,"Copiah County, MS",2016.0,15,28482,Unreliable
2678,"Copiah County, MS",2017.0,18,28516,Unreliable
2679,"Copiah County, MS",2014.0,23,28797,79.9
2680,"Copiah County, MS",2015.0,23,28773,79.9
2681,"Copiah County, MS",2012.0,23,28955,79.4
2682,"Cortland County, NY",2014.0,19,49024,Unreliable
2683,"Cortland County, NY",2012.0,39,49474,78.8
2684,"Cortland County, NY",2016.0,34,48070,70.7
2685,"Cortland County, NY",2017.0,33,47786,69.1
2686,"Cortland County, NY",2015.0,27,48494,55.7
2687,"Cortland County, NY",2013.0,23,48976,47
2688,"Coryell County, TX",2017.0,37,74913,49.4
2689,"Coryell County, TX",2013.0,32,76192,42
2690,"Coryell County, TX",2012.0,31,77231,40.1
2691,"Coryell County, TX",2016.0,28,74686,37.5
2692,"Coryell County, TX",2014.0,28,75562,37.1
2693,"Coryell County, TX",2015.0,26,75503,34.4
2694,"Coshocton County, OH",2016.0,19,36602,Unreliable
2695,"Coshocton County, OH",2012.0,35,36779,95.2
2696,"Coshocton County, OH",2015.0,29,36569,79.3
2697,"Coshocton County, OH",2014.0,24,36516,65.7
2698,"Coshocton County, OH",2013.0,24,36760,65.3
2699,"Coshocton County, OH",2017.0,21,36544,57.5
2700,"Cotton County, OK",2012.0,10,6155,Unreliable
2701,"Cottonwood County, MN",2013.0,10,11616,Unreliable
2702,"Covington County, AL",2017.0,44,37092,118.6
2703,"Covington County, AL",2013.0,43,37886,113.5
2704,"Covington County, AL",2015.0,42,37835,111
2705,"Covington County, AL",2014.0,36,37914,95
2706,"Covington County, AL",2012.0,34,37955,89.6
2707,"Covington County, AL",2016.0,22,37458,58.7
2708,"Covington County, MS",2012.0,10,19607,Unreliable
2709,"Covington County, MS",2013.0,11,19423,Unreliable
2710,"Covington County, MS",2014.0,14,19442,Unreliable
2711,"Covington County, MS",2015.0,10,19543,Unreliable
2712,"Covington County, MS",2016.0,19,19569,Unreliable
2713,"Covington County, MS",2017.0,13,19079,Unreliable
2714,"Coweta County, GA",2014.0,64,135571,47.2
2715,"Coweta County, GA",2016.0,65,140526,46.3
2716,"Coweta County, GA",2013.0,58,133180,43.6
2717,"Coweta County, GA",2012.0,55,130929,42
2718,"Coweta County, GA",2015.0,54,138427,39
2719,"Coweta County, GA",2017.0,47,143114,32.8
2720,"Cowley County, KS",2014.0,17,35963,Unreliable
2721,"Cowley County, KS",2016.0,19,35753,Unreliable
2722,"Cowley County, KS",2013.0,28,36204,77.3
2723,"Cowley County, KS",2017.0,26,35361,73.5
2724,"Cowley County, KS",2015.0,20,35788,55.9
2725,"Cowley County, KS",2012.0,20,36288,55.1
2726,"Cowlitz County, WA",2012.0,75,101996,73.5
2727,"Cowlitz County, WA",2017.0,76,106910,71.1
2728,"Cowlitz County, WA",2014.0,67,102133,65.6
2729,"Cowlitz County, WA",2015.0,66,103468,63.8
2730,"Cowlitz County, WA",2013.0,64,101860,62.8
2731,"Cowlitz County, WA",2016.0,63,105160,59.9
2732,"Craig County, OK",2012.0,16,14748,Unreliable
2733,"Craig County, OK",2013.0,14,14672,Unreliable
2734,"Craig County, OK",2015.0,15,14818,Unreliable
2735,"Craig County, OK",2016.0,16,14625,Unreliable
2736,"Craig County, OK",2017.0,15,14327,Unreliable
2737,"Craighead County, AR",2013.0,58,101488,57.1
2738,"Craighead County, AR",2012.0,53,99735,53.1
2739,"Craighead County, AR",2014.0,54,102518,52.7
2740,"Craighead County, AR",2015.0,50,104354,47.9
2741,"Craighead County, AR",2017.0,46,107115,42.9
2742,"Craighead County, AR",2016.0,45,105835,42.5
2743,"Craven County, NC",2014.0,84,104510,80.4
2744,"Craven County, NC",2016.0,75,103445,72.5
2745,"Craven County, NC",2017.0,71,102578,69.2
2746,"Craven County, NC",2015.0,67,103451,64.8
2747,"Craven County, NC",2013.0,67,104489,64.1
2748,"Craven County, NC",2012.0,62,104770,59.2
2749,"Crawford County, AR",2015.0,50,61703,81
2750,"Crawford County, AR",2013.0,49,61640,79.5
2751,"Crawford County, AR",2014.0,48,61697,77.8
2752,"Crawford County, AR",2016.0,48,62267,77.1
2753,"Crawford County, AR",2017.0,42,62996,66.7
2754,"Crawford County, AR",2012.0,40,61946,64.6
2755,"Crawford County, GA",2012.0,11,12600,Unreliable
2756,"Crawford County, GA",2015.0,13,12388,Unreliable
2757,"Crawford County, GA",2016.0,12,12322,Unreliable
2758,"Crawford County, IA",2012.0,10,17309,Unreliable
2759,"Crawford County, IA",2013.0,12,17434,Unreliable
2760,"Crawford County, IA",2014.0,11,17228,Unreliable
2761,"Crawford County, IA",2016.0,13,16940,Unreliable
2762,"Crawford County, IL",2012.0,14,19600,Unreliable
2763,"Crawford County, IL",2013.0,15,19505,Unreliable
2764,"Crawford County, IL",2015.0,16,19414,Unreliable
2765,"Crawford County, IL",2017.0,17,18961,Unreliable
2766,"Crawford County, IL",2016.0,20,19308,103.6
2767,"Crawford County, IL",2014.0,20,19393,103.1
2768,"Crawford County, IN",2012.0,10,10665,Unreliable
2769,"Crawford County, IN",2013.0,15,10621,Unreliable
2770,"Crawford County, IN",2014.0,10,10655,Unreliable
2771,"Crawford County, IN",2016.0,13,10539,Unreliable
2772,"Crawford County, IN",2017.0,12,10566,Unreliable
2773,"Crawford County, KS",2017.0,36,39034,92.2
2774,"Crawford County, KS",2015.0,32,39217,81.6
2775,"Crawford County, KS",2016.0,28,39164,71.5
2776,"Crawford County, KS",2014.0,27,39290,68.7
2777,"Crawford County, KS",2012.0,26,39361,66.1
2778,"Crawford County, KS",2013.0,20,39278,50.9
2779,"Crawford County, MI",2012.0,17,14009,Unreliable
2780,"Crawford County, MI",2013.0,13,13904,Unreliable
2781,"Crawford County, MI",2014.0,12,13745,Unreliable
2782,"Crawford County, MI",2016.0,11,13744,Unreliable
2783,"Crawford County, MO",2016.0,24,24302,98.8
2784,"Crawford County, MO",2013.0,24,24543,97.8
2785,"Crawford County, MO",2014.0,24,24650,97.4
2786,"Crawford County, MO",2012.0,24,24832,96.6
2787,"Crawford County, MO",2015.0,22,24526,89.7
2788,"Crawford County, MO",2017.0,21,24102,87.1
2789,"Crawford County, OH",2014.0,45,42480,105.9
2790,"Crawford County, OH",2012.0,44,42849,102.7
2791,"Crawford County, OH",2013.0,39,42808,91.1
2792,"Crawford County, OH",2017.0,37,41746,88.6
2793,"Crawford County, OH",2015.0,36,42306,85.1
2794,"Crawford County, OH",2016.0,24,42083,57
2795,"Crawford County, PA",2012.0,70,87598,79.9
2796,"Crawford County, PA",2015.0,67,86484,77.5
2797,"Crawford County, PA",2014.0,60,87175,68.8
2798,"Crawford County, PA",2017.0,59,86159,68.5
2799,"Crawford County, PA",2013.0,56,87376,64.1
2800,"Crawford County, PA",2016.0,50,86257,58
2801,"Crawford County, WI",2012.0,14,16560,Unreliable
2802,"Crawford County, WI",2014.0,17,16392,Unreliable
2803,"Crawford County, WI",2015.0,15,16391,Unreliable
2804,"Crawford County, WI",2017.0,15,16214,Unreliable
2805,"Creek County, OK",2014.0,67,70632,94.9
2806,"Creek County, OK",2012.0,64,70651,90.6
2807,"Creek County, OK",2013.0,62,70470,88
2808,"Creek County, OK",2015.0,61,70892,86
2809,"Creek County, OK",2017.0,58,71704,80.9
2810,"Creek County, OK",2016.0,56,71312,78.5
2811,"Crenshaw County, AL",2013.0,10,13986,Unreliable
2812,"Crenshaw County, AL",2014.0,18,13977,Unreliable
2813,"Crenshaw County, AL",2016.0,10,13913,Unreliable
2814,"Crenshaw County, AL",2017.0,15,13871,Unreliable
2815,"Crisp County, GA",2013.0,16,23336,Unreliable
2816,"Crisp County, GA",2014.0,11,22934,Unreliable
2817,"Crisp County, GA",2015.0,14,22881,Unreliable
2818,"Crisp County, GA",2017.0,10,22736,Unreliable
2819,"Crisp County, GA",2012.0,27,23606,114.4
2820,"Crisp County, GA",2016.0,23,22721,101.2
2821,"Crittenden County, AR",2017.0,44,48750,90.3
2822,"Crittenden County, AR",2013.0,39,49746,78.4
2823,"Crittenden County, AR",2012.0,36,50021,72
2824,"Crittenden County, AR",2016.0,35,49235,71.1
2825,"Crittenden County, AR",2014.0,35,49548,70.6
2826,"Crittenden County, AR",2015.0,30,48963,61.3
2827,"Crittenden County, KY",2012.0,13,9280,Unreliable
2828,"Crittenden County, KY",2013.0,13,9255,Unreliable
2829,"Crittenden County, KY",2015.0,15,9183,Unreliable
2830,"Crittenden County, KY",2016.0,13,9188,Unreliable
2831,"Crockett County, TN",2012.0,10,14623,Unreliable
2832,"Crockett County, TN",2013.0,11,14591,Unreliable
2833,"Crockett County, TN",2015.0,11,14601,Unreliable
2834,"Crockett County, TN",2016.0,11,14411,Unreliable
2835,"Crook County, OR",2012.0,13,20729,Unreliable
2836,"Crook County, OR",2013.0,11,20815,Unreliable
2837,"Crook County, OR",2014.0,14,20998,Unreliable
2838,"Crook County, OR",2015.0,17,21630,Unreliable
2839,"Crook County, OR",2017.0,11,23123,Unreliable
2840,"Crook County, OR",2016.0,20,22570,88.6
2841,"Cross County, AR",2012.0,17,17683,Unreliable
2842,"Cross County, AR",2014.0,16,17227,Unreliable
2843,"Cross County, AR",2016.0,19,17037,Unreliable
2844,"Cross County, AR",2017.0,15,16863,Unreliable
2845,"Cross County, AR",2015.0,25,17284,144.6
2846,"Cross County, AR",2013.0,24,17548,136.8
2847,"Crow Wing County, MN",2012.0,47,62882,74.7
2848,"Crow Wing County, MN",2013.0,45,63208,71.2
2849,"Crow Wing County, MN",2014.0,45,63265,71.1
2850,"Crow Wing County, MN",2015.0,43,63428,67.8
2851,"Crow Wing County, MN",2016.0,41,63940,64.1
2852,"Crow Wing County, MN",2017.0,35,64424,54.3
2853,"Cullman County, AL",2014.0,67,81289,82.4
2854,"Cullman County, AL",2015.0,66,82005,80.5
2855,"Cullman County, AL",2013.0,63,80811,78
2856,"Cullman County, AL",2012.0,58,80440,72.1
2857,"Cullman County, AL",2017.0,58,82755,70.1
2858,"Cullman County, AL",2016.0,57,82471,69.1
2859,"Culpeper County, VA",2016.0,17,50083,Unreliable
2860,"Culpeper County, VA",2014.0,31,49166,63.1
2861,"Culpeper County, VA",2012.0,25,47911,52.2
2862,"Culpeper County, VA",2017.0,26,51282,50.7
2863,"Culpeper County, VA",2015.0,25,49432,50.6
2864,"Culpeper County, VA",2013.0,23,48506,47.4
2865,"Cumberland County, IL",2012.0,11,10968,Unreliable
2866,"Cumberland County, IL",2013.0,10,10939,Unreliable
2867,"Cumberland County, IL",2014.0,11,10833,Unreliable
2868,"Cumberland County, IL",2017.0,12,10908,Unreliable
2869,"Cumberland County, KY",2016.0,12,6738,Unreliable
2870,"Cumberland County, ME",2012.0,180,283921,63.4
2871,"Cumberland County, ME",2013.0,172,285456,60.3
2872,"Cumberland County, ME",2015.0,175,289977,60.3
2873,"Cumberland County, ME",2014.0,167,287797,58
2874,"Cumberland County, ME",2016.0,145,292041,49.7
2875,"Cumberland County, ME",2017.0,141,292500,48.2
2876,"Cumberland County, NC",2016.0,165,327127,50.4
2877,"Cumberland County, NC",2012.0,161,324049,49.7
2878,"Cumberland County, NC",2014.0,154,326328,47.2
2879,"Cumberland County, NC",2015.0,145,323838,44.8
2880,"Cumberland County, NC",2013.0,141,325871,43.3
2881,"Cumberland County, NC",2017.0,138,332546,41.5
2882,"Cumberland County, NJ",2012.0,101,157785,64
2883,"Cumberland County, NJ",2015.0,96,155854,61.6
2884,"Cumberland County, NJ",2016.0,92,153797,59.8
2885,"Cumberland County, NJ",2013.0,89,157332,56.6
2886,"Cumberland County, NJ",2017.0,72,152538,47.2
2887,"Cumberland County, NJ",2014.0,63,157389,40
2888,"Cumberland County, PA",2015.0,141,246338,57.2
2889,"Cumberland County, PA",2016.0,125,248506,50.3
2890,"Cumberland County, PA",2012.0,116,238614,48.6
2891,"Cumberland County, PA",2014.0,114,243762,46.8
2892,"Cumberland County, PA",2013.0,108,241212,44.8
2893,"Cumberland County, PA",2017.0,109,250066,43.6
2894,"Cumberland County, TN",2012.0,67,57029,117.5
2895,"Cumberland County, TN",2013.0,67,57466,116.6
2896,"Cumberland County, TN",2015.0,62,58229,106.5
2897,"Cumberland County, TN",2016.0,62,58655,105.7
2898,"Cumberland County, TN",2014.0,55,57985,94.9
2899,"Cumberland County, TN",2017.0,37,59078,62.6
2900,"Currituck County, NC",2012.0,11,24077,Unreliable
2901,"Currituck County, NC",2014.0,17,24976,Unreliable
2902,"Currituck County, NC",2015.0,18,25263,Unreliable
2903,"Currituck County, NC",2017.0,12,26331,Unreliable
2904,"Currituck County, NC",2016.0,24,25809,93
2905,"Currituck County, NC",2013.0,22,24396,90.2
2906,"Curry County, NM",2013.0,14,50598,Unreliable
2907,"Curry County, NM",2014.0,19,50969,Unreliable
2908,"Curry County, NM",2016.0,16,50280,Unreliable
2909,"Curry County, NM",2012.0,25,49938,50.1
2910,"Curry County, NM",2017.0,21,49812,42.2
2911,"Curry County, NM",2015.0,20,50398,39.7
2912,"Curry County, OR",2014.0,19,22335,Unreliable
2913,"Curry County, OR",2016.0,19,22713,Unreliable
2914,"Curry County, OR",2012.0,28,22248,125.9
2915,"Curry County, OR",2015.0,27,22483,120.1
2916,"Curry County, OR",2017.0,26,22669,114.7
2917,"Curry County, OR",2013.0,23,22339,103
2918,"Custer County, MT",2013.0,10,11951,Unreliable
2919,"Custer County, MT",2014.0,11,12092,Unreliable
2920,"Custer County, NE",2015.0,12,10806,Unreliable
2921,"Custer County, OK",2012.0,19,28536,Unreliable
2922,"Custer County, OK",2013.0,15,29377,Unreliable
2923,"Custer County, OK",2014.0,19,29500,Unreliable
2924,"Custer County, OK",2016.0,13,29293,Unreliable
2925,"Custer County, OK",2015.0,24,29744,80.7
2926,"Custer County, OK",2017.0,22,28800,76.4
2927,"Cuyahoga County, OH",2012.0,886,1265111,70
2928,"Cuyahoga County, OH",2015.0,789,1255921,62.8
2929,"Cuyahoga County, OH",2014.0,781,1259828,62
2930,"Cuyahoga County, OH",2016.0,762,1249352,61
2931,"Cuyahoga County, OH",2017.0,755,1248514,60.5
2932,"Cuyahoga County, OH",2013.0,746,1263154,59.1
2933,"Dade County, GA",2012.0,17,16490,Unreliable
2934,"Dade County, GA",2013.0,17,16507,Unreliable
2935,"Dade County, GA",2014.0,11,16389,Unreliable
2936,"Dade County, GA",2016.0,14,16257,Unreliable
2937,"Dade County, GA",2017.0,16,16285,Unreliable
2938,"Dade County, GA",2015.0,21,16264,129.1
2939,"Dade County, MO",2017.0,10,7588,Unreliable
2940,"Dakota County, MN",2016.0,169,417486,40.5
2941,"Dakota County, MN",2013.0,154,408509,37.7
2942,"Dakota County, MN",2012.0,152,405088,37.5
2943,"Dakota County, MN",2014.0,154,412529,37.3
2944,"Dakota County, MN",2017.0,149,421751,35.3
2945,"Dakota County, MN",2015.0,129,414686,31.1
2946,"Dakota County, NE",2012.0,11,20918,Unreliable
2947,"Dakota County, NE",2013.0,10,20947,Unreliable
2948,"Dakota County, NE",2016.0,13,20465,Unreliable
2949,"Dale County, AL",2012.0,41,50444,81.3
2950,"Dale County, AL",2014.0,40,49484,80.8
2951,"Dale County, AL",2013.0,36,49884,72.2
2952,"Dale County, AL",2017.0,34,49226,69.1
2953,"Dale County, AL",2015.0,32,49565,64.6
2954,"Dale County, AL",2016.0,30,49226,60.9
2955,"Dallas County, AL",2017.0,18,39215,Unreliable
2956,"Dallas County, AL",2013.0,36,41996,85.7
2957,"Dallas County, AL",2015.0,31,41131,75.4
2958,"Dallas County, AL",2012.0,32,42864,74.7
2959,"Dallas County, AL",2016.0,26,40008,65
2960,"Dallas County, AL",2014.0,27,41711,64.7
2961,"Dallas County, IA",2013.0,19,74641,Unreliable
2962,"Dallas County, IA",2012.0,30,71967,41.7
2963,"Dallas County, IA",2014.0,28,77400,36.2
2964,"Dallas County, IA",2017.0,29,87235,33.2
2965,"Dallas County, IA",2016.0,27,84516,31.9
2966,"Dallas County, IA",2015.0,25,80133,31.2
2967,"Dallas County, MO",2012.0,12,16799,Unreliable
2968,"Dallas County, MO",2013.0,17,16535,Unreliable
2969,"Dallas County, MO",2014.0,10,16389,Unreliable
2970,"Dallas County, MO",2015.0,12,16393,Unreliable
2971,"Dallas County, MO",2016.0,13,16448,Unreliable
2972,"Dallas County, MO",2017.0,18,16673,Unreliable
2973,"Dallas County, TX",2012.0,774,2453843,31.5
2974,"Dallas County, TX",2013.0,775,2480331,31.2
2975,"Dallas County, TX",2014.0,764,2518638,30.3
2976,"Dallas County, TX",2015.0,709,2553385,27.8
2977,"Dallas County, TX",2016.0,711,2574984,27.6
2978,"Dallas County, TX",2017.0,718,2618148,27.4
2979,"Dane County, WI",2013.0,192,509939,37.7
2980,"Dane County, WI",2014.0,181,516284,35.1
2981,"Dane County, WI",2012.0,174,503523,34.6
2982,"Dane County, WI",2016.0,160,531273,30.1
2983,"Dane County, WI",2015.0,152,523643,29
2984,"Dane County, WI",2017.0,145,536416,27
2985,"Danville city, VA",2013.0,39,42907,90.9
2986,"Danville city, VA",2016.0,37,41898,88.3
2987,"Danville city, VA",2014.0,35,42444,82.5
2988,"Danville city, VA",2012.0,30,42996,69.8
2989,"Danville city, VA",2015.0,29,42082,68.9
2990,"Danville city, VA",2017.0,28,41130,68.1
2991,"Dare County, NC",2012.0,17,34573,Unreliable
2992,"Dare County, NC",2013.0,19,35019,Unreliable
2993,"Dare County, NC",2016.0,41,35964,114
2994,"Dare County, NC",2014.0,29,35104,82.6
2995,"Dare County, NC",2015.0,27,35663,75.7
2996,"Dare County, NC",2017.0,23,36099,63.7
2997,"Darke County, OH",2013.0,42,52376,80.2
2998,"Darke County, OH",2016.0,38,51778,73.4
2999,"Darke County, OH",2014.0,37,52196,70.9
3000,"Darke County, OH",2015.0,35,52076,67.2
3001,"Darke County, OH",2012.0,34,52507,64.8
3002,"Darke County, OH",2017.0,33,51536,64
3003,"Darlington County, SC",2015.0,51,67548,75.5
3004,"Darlington County, SC",2013.0,49,67935,72.1
3005,"Darlington County, SC",2012.0,44,68139,64.6
3006,"Darlington County, SC",2014.0,43,67799,63.4
3007,"Darlington County, SC",2016.0,39,67234,58
3008,"Darlington County, SC",2017.0,33,67265,49.1
3009,"Dauphin County, PA",2013.0,148,270937,54.6
3010,"Dauphin County, PA",2016.0,144,273707,52.6
3011,"Dauphin County, PA",2012.0,139,269665,51.5
3012,"Dauphin County, PA",2017.0,141,275710,51.1
3013,"Dauphin County, PA",2015.0,137,272983,50.2
3014,"Dauphin County, PA",2014.0,135,271453,49.7
3015,"Davidson County, NC",2015.0,147,164622,89.3
3016,"Davidson County, NC",2013.0,135,163420,82.6
3017,"Davidson County, NC",2014.0,132,164072,80.5
3018,"Davidson County, NC",2012.0,122,163260,74.7
3019,"Davidson County, NC",2016.0,122,164926,74
3020,"Davidson County, NC",2017.0,110,165466,66.5
3021,"Davidson County, TN",2014.0,346,668347,51.8
3022,"Davidson County, TN",2015.0,344,678889,50.7
3023,"Davidson County, TN",2012.0,325,648295,50.1
3024,"Davidson County, TN",2013.0,313,658602,47.5
3025,"Davidson County, TN",2016.0,298,684410,43.5
3026,"Davidson County, TN",2017.0,260,691243,37.6
3027,"Davie County, NC",2014.0,40,41434,96.5
3028,"Davie County, NC",2016.0,34,42013,80.9
3029,"Davie County, NC",2012.0,30,41433,72.4
3030,"Davie County, NC",2015.0,29,41753,69.5
3031,"Davie County, NC",2017.0,28,42456,66
3032,"Davie County, NC",2013.0,23,41554,55.3
3033,"Daviess County, IN",2013.0,19,32407,Unreliable
3034,"Daviess County, IN",2014.0,16,32729,Unreliable
3035,"Daviess County, IN",2017.0,19,33113,Unreliable
3036,"Daviess County, IN",2012.0,27,32064,84.2
3037,"Daviess County, IN",2015.0,21,32906,63.8
3038,"Daviess County, IN",2016.0,20,32969,60.7
3039,"Daviess County, KY",2012.0,95,97847,97.1
3040,"Daviess County, KY",2013.0,91,98218,92.7
3041,"Daviess County, KY",2014.0,87,98275,88.5
3042,"Daviess County, KY",2017.0,70,100374,69.7
3043,"Daviess County, KY",2016.0,68,99674,68.2
3044,"Daviess County, KY",2015.0,66,99259,66.5
3045,"Daviess County, MO",2015.0,11,8253,Unreliable
3046,"Davis County, IA",2012.0,10,8689,Unreliable
3047,"Davis County, UT",2012.0,47,315809,14.9
3048,"Davis County, UT",2014.0,45,329692,13.6
3049,"Davis County, UT",2015.0,44,336043,13.1
3050,"Davis County, UT",2013.0,41,322094,12.7
3051,"Davis County, UT",2017.0,36,347637,10.4
3052,"Davis County, UT",2016.0,35,342281,10.2
3053,"Davison County, SD",2012.0,19,19769,Unreliable
3054,"Davison County, SD",2013.0,16,19823,Unreliable
3055,"Davison County, SD",2014.0,13,19885,Unreliable
3056,"Davison County, SD",2015.0,10,19858,Unreliable
3057,"Davison County, SD",2016.0,17,19903,Unreliable
3058,"Davison County, SD",2017.0,11,19704,Unreliable
3059,"Dawson County, GA",2012.0,16,22422,Unreliable
3060,"Dawson County, GA",2013.0,19,22686,Unreliable
3061,"Dawson County, GA",2014.0,15,22957,Unreliable
3062,"Dawson County, GA",2016.0,13,23604,Unreliable
3063,"Dawson County, GA",2017.0,12,24379,Unreliable
3064,"Dawson County, GA",2015.0,25,23312,107.2
3065,"Dawson County, MT",2016.0,10,9327,Unreliable
3066,"Dawson County, NE",2012.0,13,24220,Unreliable
3067,"Dawson County, NE",2013.0,13,24207,Unreliable
3068,"Dawson County, NE",2015.0,14,23886,Unreliable
3069,"Dawson County, NE",2016.0,14,23640,Unreliable
3070,"Dawson County, NE",2017.0,10,23709,Unreliable
3071,"Dawson County, TX",2013.0,10,13810,Unreliable
3072,"Dawson County, TX",2014.0,12,13372,Unreliable
3073,"De Kalb County, IN",2014.0,35,42383,82.6
3074,"De Kalb County, IN",2012.0,28,42321,66.2
3075,"De Kalb County, IN",2016.0,27,42746,63.2
3076,"De Kalb County, IN",2015.0,25,42589,58.7
3077,"De Kalb County, IN",2017.0,24,42836,56
3078,"De Kalb County, IN",2013.0,21,42307,49.6
3079,"De Soto Parish, LA",2012.0,19,26963,Unreliable
3080,"De Soto Parish, LA",2013.0,12,27083,Unreliable
3081,"De Soto Parish, LA",2014.0,16,27142,Unreliable
3082,"De Soto Parish, LA",2017.0,11,27340,Unreliable
3083,"De Soto Parish, LA",2016.0,23,27149,84.7
3084,"De Soto Parish, LA",2015.0,21,27052,77.6
3085,"De Witt County, IL",2012.0,17,16434,Unreliable
3086,"De Witt County, IL",2013.0,14,16420,Unreliable
3087,"De Witt County, IL",2015.0,17,16247,Unreliable
3088,"De Witt County, IL",2016.0,14,16226,Unreliable
3089,"De Witt County, IL",2017.0,15,15942,Unreliable
3090,"Dearborn County, IN",2015.0,44,49455,89
3091,"Dearborn County, IN",2013.0,43,49904,86.2
3092,"Dearborn County, IN",2012.0,37,49831,74.3
3093,"Dearborn County, IN",2017.0,36,49741,72.4
3094,"Dearborn County, IN",2014.0,35,49506,70.7
3095,"Dearborn County, IN",2016.0,25,49331,50.7
3096,"Decatur County, GA",2012.0,11,27509,Unreliable
3097,"Decatur County, GA",2013.0,18,27359,Unreliable
3098,"Decatur County, GA",2014.0,14,27220,Unreliable
3099,"Decatur County, GA",2015.0,19,27174,Unreliable
3100,"Decatur County, GA",2016.0,16,26822,Unreliable
3101,"Decatur County, GA",2017.0,16,26716,Unreliable
3102,"Decatur County, IN",2012.0,17,26042,Unreliable
3103,"Decatur County, IN",2014.0,17,26524,Unreliable
3104,"Decatur County, IN",2015.0,12,26521,Unreliable
3105,"Decatur County, IN",2016.0,14,26598,Unreliable
3106,"Decatur County, IN",2017.0,19,26737,Unreliable
3107,"Decatur County, IN",2013.0,20,26277,76.1
3108,"Decatur County, TN",2012.0,15,11673,Unreliable
3109,"Decatur County, TN",2015.0,13,11660,Unreliable
3110,"Decatur County, TN",2017.0,19,11751,Unreliable
3111,"Decatur County, TN",2014.0,21,11666,180
3112,"Deer Lodge County, MT",2012.0,11,9227,Unreliable
3113,"Defiance County, OH",2012.0,30,38677,77.6
3114,"Defiance County, OH",2016.0,28,38158,73.4
3115,"Defiance County, OH",2015.0,28,38352,73
3116,"Defiance County, OH",2014.0,26,38510,67.5
3117,"Defiance County, OH",2017.0,25,38156,65.5
3118,"Defiance County, OH",2013.0,20,38532,51.9
3119,"DeKalb County, AL",2016.0,53,70900,74.8
3120,"DeKalb County, AL",2015.0,52,71130,73.1
3121,"DeKalb County, AL",2013.0,51,71013,71.8
3122,"DeKalb County, AL",2014.0,47,71065,66.1
3123,"DeKalb County, AL",2017.0,43,71617,60
3124,"DeKalb County, AL",2012.0,33,71080,46.4
3125,"DeKalb County, GA",2013.0,248,713340,34.8
3126,"DeKalb County, GA",2012.0,213,707089,30.1
3127,"DeKalb County, GA",2014.0,204,722161,28.2
3128,"DeKalb County, GA",2015.0,189,734871,25.7
3129,"DeKalb County, GA",2017.0,190,753253,25.2
3130,"DeKalb County, GA",2016.0,176,740321,23.8
3131,"DeKalb County, IL",2012.0,53,104704,50.6
3132,"DeKalb County, IL",2016.0,51,104528,48.8
3133,"DeKalb County, IL",2014.0,46,105462,43.6
3134,"DeKalb County, IL",2015.0,42,104352,40.2
3135,"DeKalb County, IL",2017.0,40,104733,38.2
3136,"DeKalb County, IL",2013.0,30,104741,28.6
3137,"DeKalb County, MO",2016.0,13,12613,Unreliable
3138,"DeKalb County, MO",2017.0,13,12588,Unreliable
3139,"DeKalb County, TN",2012.0,16,18901,Unreliable
3140,"DeKalb County, TN",2013.0,12,19164,Unreliable
3141,"DeKalb County, TN",2014.0,19,19268,Unreliable
3142,"DeKalb County, TN",2016.0,12,19361,Unreliable
3143,"DeKalb County, TN",2017.0,19,19852,Unreliable
3144,"DeKalb County, TN",2015.0,23,19182,119.9
3145,"Del Norte County, CA",2013.0,17,27873,Unreliable
3146,"Del Norte County, CA",2014.0,13,27212,Unreliable
3147,"Del Norte County, CA",2015.0,16,27254,Unreliable
3148,"Del Norte County, CA",2016.0,14,27540,Unreliable
3149,"Del Norte County, CA",2017.0,14,27470,Unreliable
3150,"Del Norte County, CA",2012.0,20,28290,70.7
3151,"Delaware County, IA",2014.0,11,17398,Unreliable
3152,"Delaware County, IA",2017.0,10,17153,Unreliable
3153,"Delaware County, IN",2016.0,89,115603,77
3154,"Delaware County, IN",2014.0,89,117074,76
3155,"Delaware County, IN",2012.0,78,117364,66.5
3156,"Delaware County, IN",2015.0,77,116852,65.9
3157,"Delaware County, IN",2013.0,66,117484,56.2
3158,"Delaware County, IN",2017.0,56,115184,48.6
3159,"Delaware County, NY",2012.0,46,47276,97.3
3160,"Delaware County, NY",2016.0,40,45523,87.9
3161,"Delaware County, NY",2014.0,39,46581,83.7
3162,"Delaware County, NY",2013.0,35,46722,74.9
3163,"Delaware County, NY",2017.0,29,45001,64.4
3164,"Delaware County, NY",2015.0,28,46053,60.8
3165,"Delaware County, OH",2012.0,70,181061,38.7
3166,"Delaware County, OH",2014.0,73,189113,38.6
3167,"Delaware County, OH",2013.0,68,184979,36.8
3168,"Delaware County, OH",2016.0,66,196463,33.6
3169,"Delaware County, OH",2017.0,55,200464,27.4
3170,"Delaware County, OH",2015.0,50,193013,25.9
3171,"Delaware County, OK",2015.0,41,41459,98.9
