,County,Year,Deaths,Population,Crude Rate
3172,"Delaware County, OK",2014.0,39,41446,94.1
3173,"Delaware County, OK",2016.0,36,41598,86.5
3174,"Delaware County, OK",2013.0,32,41377,77.3
3175,"Delaware County, OK",2012.0,31,41441,74.8
3176,"Delaware County, OK",2017.0,31,42602,72.8
3177,"Delaware County, PA",2012.0,342,561098,61
3178,"Delaware County, PA",2013.0,335,561973,59.6
3179,"Delaware County, PA",2014.0,325,562960,57.7
3180,"Delaware County, PA",2016.0,311,563402,55.2
3181,"Delaware County, PA",2015.0,304,563894,53.9
3182,"Delaware County, PA",2017.0,281,564696,49.8
3183,"Delta County, CO",2013.0,11,30483,Unreliable
3184,"Delta County, CO",2014.0,18,29870,Unreliable
3185,"Delta County, CO",2015.0,14,29979,Unreliable
3186,"Delta County, CO",2016.0,18,30442,Unreliable
3187,"Delta County, CO",2012.0,23,30432,75.6
3188,"Delta County, CO",2017.0,21,30568,68.7
3189,"Delta County, MI",2017.0,37,35965,102.9
3190,"Delta County, MI",2016.0,29,36202,80.1
3191,"Delta County, MI",2015.0,26,36377,71.5
3192,"Delta County, MI",2014.0,24,36559,65.6
3193,"Delta County, MI",2013.0,23,36905,62.3
3194,"Delta County, MI",2012.0,21,36884,56.9
3195,"Dent County, MO",2012.0,10,15647,Unreliable
3196,"Dent County, MO",2013.0,13,15730,Unreliable
3197,"Dent County, MO",2014.0,14,15655,Unreliable
3198,"Dent County, MO",2017.0,13,15480,Unreliable
3199,"Dent County, MO",2015.0,25,15593,160.3
3200,"Denton County, TX",2016.0,194,806180,24.1
3201,"Denton County, TX",2012.0,170,707304,24
3202,"Denton County, TX",2015.0,182,780612,23.3
3203,"Denton County, TX",2014.0,173,753363,23
3204,"Denton County, TX",2017.0,192,836210,23
3205,"Denton County, TX",2013.0,158,728799,21.7
3206,"Denver County, CO",2012.0,202,634265,31.8
3207,"Denver County, CO",2014.0,196,663862,29.5
3208,"Denver County, CO",2013.0,178,649495,27.4
3209,"Denver County, CO",2016.0,190,693060,27.4
3210,"Denver County, CO",2015.0,168,682545,24.6
3211,"Denver County, CO",2017.0,168,704621,23.8
3212,"Des Moines County, IA",2013.0,43,40480,106.2
3213,"Des Moines County, IA",2016.0,39,39739,98.1
3214,"Des Moines County, IA",2012.0,32,40340,79.3
3215,"Des Moines County, IA",2015.0,31,40055,77.4
3216,"Des Moines County, IA",2014.0,28,40255,69.6
3217,"Des Moines County, IA",2017.0,23,39417,58.4
3218,"Deschutes County, OR",2012.0,94,162277,57.9
3219,"Deschutes County, OR",2014.0,77,170388,45.2
3220,"Deschutes County, OR",2015.0,71,175268,40.5
3221,"Deschutes County, OR",2013.0,65,165954,39.2
3222,"Deschutes County, OR",2017.0,71,186875,38
3223,"Deschutes County, OR",2016.0,55,181307,30.3
3224,"Desha County, AR",2012.0,11,12545,Unreliable
3225,"Desha County, AR",2014.0,13,12264,Unreliable
3226,"Desha County, AR",2015.0,15,11965,Unreliable
3227,"DeSoto County, FL",2012.0,16,34712,Unreliable
3228,"DeSoto County, FL",2013.0,15,34517,Unreliable
3229,"DeSoto County, FL",2014.0,17,35012,Unreliable
3230,"DeSoto County, FL",2015.0,28,35458,79
3231,"DeSoto County, FL",2017.0,27,36862,73.2
3232,"DeSoto County, FL",2016.0,22,35800,61.5
3233,"DeSoto County, MS",2014.0,128,170913,74.9
3234,"DeSoto County, MS",2015.0,102,173323,58.8
3235,"DeSoto County, MS",2013.0,95,168240,56.5
3236,"DeSoto County, MS",2012.0,93,166234,55.9
3237,"DeSoto County, MS",2016.0,94,175611,53.5
3238,"DeSoto County, MS",2017.0,95,178751,53.1
3239,"DeWitt County, TX",2013.0,19,20503,Unreliable
3240,"DeWitt County, TX",2014.0,19,20684,Unreliable
3241,"DeWitt County, TX",2015.0,10,20797,Unreliable
3242,"DeWitt County, TX",2016.0,13,20865,Unreliable
3243,"DeWitt County, TX",2017.0,20,20226,98.9
3244,"Dickenson County, VA",2012.0,15,15690,Unreliable
3245,"Dickenson County, VA",2013.0,14,15486,Unreliable
3246,"Dickenson County, VA",2014.0,13,15308,Unreliable
3247,"Dickenson County, VA",2016.0,17,14968,Unreliable
3248,"Dickenson County, VA",2017.0,12,14782,Unreliable
3249,"Dickenson County, VA",2015.0,20,15115,132.3
3250,"Dickinson County, IA",2012.0,18,16972,Unreliable
3251,"Dickinson County, IA",2013.0,14,16955,Unreliable
3252,"Dickinson County, IA",2016.0,12,17243,Unreliable
3253,"Dickinson County, IA",2017.0,18,17199,Unreliable
3254,"Dickinson County, IA",2015.0,21,17111,122.7
3255,"Dickinson County, KS",2013.0,13,19609,Unreliable
3256,"Dickinson County, KS",2015.0,17,19303,Unreliable
3257,"Dickinson County, KS",2016.0,10,19064,Unreliable
3258,"Dickinson County, KS",2017.0,11,18902,Unreliable
3259,"Dickinson County, KS",2014.0,22,19394,113.4
3260,"Dickinson County, KS",2012.0,22,19762,111.3
3261,"Dickinson County, MI",2012.0,19,26220,Unreliable
3262,"Dickinson County, MI",2016.0,15,25535,Unreliable
3263,"Dickinson County, MI",2017.0,17,25415,Unreliable
3264,"Dickinson County, MI",2013.0,23,26098,88.1
3265,"Dickinson County, MI",2015.0,21,25788,81.4
3266,"Dickinson County, MI",2014.0,20,25957,77.1
3267,"Dickson County, TN",2016.0,46,52170,88.2
3268,"Dickson County, TN",2013.0,41,50266,81.6
3269,"Dickson County, TN",2012.0,40,50381,79.4
3270,"Dickson County, TN",2014.0,40,50575,79.1
3271,"Dickson County, TN",2017.0,38,52853,71.9
3272,"Dickson County, TN",2015.0,35,51487,68
3273,"Dillon County, SC",2014.0,18,31127,Unreliable
3274,"Dillon County, SC",2012.0,35,31446,111.3
3275,"Dillon County, SC",2013.0,26,31229,83.3
3276,"Dillon County, SC",2016.0,22,30858,71.3
3277,"Dillon County, SC",2017.0,21,30666,68.5
3278,"Dillon County, SC",2015.0,20,31234,64
3279,"Dinwiddie County, VA",2012.0,14,27994,Unreliable
3280,"Dinwiddie County, VA",2014.0,18,27859,Unreliable
3281,"Dinwiddie County, VA",2015.0,19,27852,Unreliable
3282,"Dinwiddie County, VA",2016.0,19,28144,Unreliable
3283,"Dinwiddie County, VA",2017.0,19,28208,Unreliable
3284,"Dinwiddie County, VA",2013.0,24,27904,86
3285,"District of Columbia, DC",2013.0,259,646449,40.1
3286,"District of Columbia, DC",2012.0,242,632323,38.3
3287,"District of Columbia, DC",2014.0,244,658893,37
3288,"District of Columbia, DC",2015.0,205,672228,30.5
3289,"District of Columbia, DC",2017.0,203,693972,29.3
3290,"District of Columbia, DC",2016.0,186,681170,27.3
3291,"Dixie County, FL",2014.0,15,15907,Unreliable
3292,"Dixie County, FL",2016.0,11,16300,Unreliable
3293,"Dixie County, FL",2017.0,14,16673,Unreliable
3294,"Dixie County, FL",2013.0,26,15940,163.1
3295,"Dixie County, FL",2015.0,22,16203,135.8
3296,"Dixie County, FL",2012.0,20,16126,124
3297,"Doddridge County, WV",2012.0,11,8178,Unreliable
3298,"Doddridge County, WV",2016.0,12,8413,Unreliable
3299,"Dodge County, GA",2012.0,14,21329,Unreliable
3300,"Dodge County, GA",2014.0,12,20976,Unreliable
3301,"Dodge County, GA",2015.0,18,20882,Unreliable
3302,"Dodge County, GA",2016.0,15,20563,Unreliable
3303,"Dodge County, GA",2017.0,12,20730,Unreliable
3304,"Dodge County, MN",2012.0,10,20231,Unreliable
3305,"Dodge County, MN",2013.0,15,20349,Unreliable
3306,"Dodge County, MN",2015.0,12,20364,Unreliable
3307,"Dodge County, NE",2017.0,33,36707,89.9
3308,"Dodge County, NE",2014.0,29,36744,78.9
3309,"Dodge County, NE",2016.0,28,36757,76.2
3310,"Dodge County, NE",2013.0,26,36515,71.2
3311,"Dodge County, NE",2015.0,25,36706,68.1
3312,"Dodge County, NE",2012.0,24,36427,65.9
3313,"Dodge County, WI",2016.0,55,88068,62.5
3314,"Dodge County, WI",2017.0,47,87786,53.5
3315,"Dodge County, WI",2013.0,47,88344,53.2
3316,"Dodge County, WI",2012.0,45,88415,50.9
3317,"Dodge County, WI",2015.0,40,88502,45.2
3318,"Dodge County, WI",2014.0,37,88574,41.8
3319,"Dona Ana County, NM",2014.0,81,213676,37.9
3320,"Dona Ana County, NM",2013.0,80,213460,37.5
3321,"Dona Ana County, NM",2012.0,79,214445,36.8
3322,"Dona Ana County, NM",2015.0,72,214295,33.6
3323,"Dona Ana County, NM",2016.0,67,214207,31.3
3324,"Dona Ana County, NM",2017.0,55,215579,25.5
3325,"Doniphan County, KS",2016.0,12,7664,Unreliable
3326,"Door County, WI",2013.0,19,27896,Unreliable
3327,"Door County, WI",2015.0,18,27554,Unreliable
3328,"Door County, WI",2016.0,18,27587,Unreliable
3329,"Door County, WI",2017.0,19,27483,Unreliable
3330,"Door County, WI",2014.0,25,27766,90
3331,"Door County, WI",2012.0,22,27817,79.1
3332,"Dorchester County, MD",2012.0,30,32551,92.2
3333,"Dorchester County, MD",2014.0,30,32578,92.1
3334,"Dorchester County, MD",2013.0,29,32660,88.8
3335,"Dorchester County, MD",2017.0,26,32162,80.8
3336,"Dorchester County, MD",2015.0,21,32384,64.8
3337,"Dorchester County, MD",2016.0,20,32258,62
3338,"Dorchester County, SC",2016.0,76,153773,49.4
3339,"Dorchester County, SC",2012.0,65,142496,45.6
3340,"Dorchester County, SC",2017.0,69,156456,44.1
3341,"Dorchester County, SC",2015.0,66,152478,43.3
3342,"Dorchester County, SC",2014.0,64,148469,43.1
3343,"Dorchester County, SC",2013.0,58,145397,39.9
3344,"Dougherty County, GA",2013.0,69,92969,74.2
3345,"Dougherty County, GA",2012.0,68,94501,72
3346,"Dougherty County, GA",2015.0,61,91332,66.8
3347,"Dougherty County, GA",2016.0,48,90017,53.3
3348,"Dougherty County, GA",2017.0,47,89502,52.5
3349,"Dougherty County, GA",2014.0,45,92407,48.7
3350,"Douglas County, CO",2015.0,66,322387,20.5
3351,"Douglas County, CO",2017.0,61,335299,18.2
3352,"Douglas County, CO",2014.0,56,314638,17.8
3353,"Douglas County, CO",2016.0,55,328632,16.7
3354,"Douglas County, CO",2012.0,43,298215,14.4
3355,"Douglas County, CO",2013.0,39,305963,12.7
3356,"Douglas County, GA",2014.0,69,138776,49.7
3357,"Douglas County, GA",2012.0,62,133971,46.3
3358,"Douglas County, GA",2013.0,62,136379,45.5
3359,"Douglas County, GA",2017.0,55,143882,38.2
3360,"Douglas County, GA",2015.0,52,140733,36.9
3361,"Douglas County, GA",2016.0,50,142224,35.2
3362,"Douglas County, IL",2012.0,12,19853,Unreliable
3363,"Douglas County, IL",2013.0,15,19887,Unreliable
3364,"Douglas County, IL",2015.0,15,19823,Unreliable
3365,"Douglas County, IL",2016.0,10,19630,Unreliable
3366,"Douglas County, IL",2017.0,16,19748,Unreliable
3367,"Douglas County, KS",2014.0,54,116585,46.3
3368,"Douglas County, KS",2015.0,45,118053,38.1
3369,"Douglas County, KS",2013.0,40,114322,35
3370,"Douglas County, KS",2012.0,36,112864,31.9
3371,"Douglas County, KS",2016.0,31,119440,26
3372,"Douglas County, KS",2017.0,30,120793,24.8
3373,"Douglas County, MN",2013.0,19,36545,Unreliable
3374,"Douglas County, MN",2017.0,14,37575,Unreliable
3375,"Douglas County, MN",2016.0,31,37456,82.8
3376,"Douglas County, MN",2012.0,29,36415,79.6
3377,"Douglas County, MN",2015.0,24,37075,64.7
3378,"Douglas County, MN",2014.0,23,36790,62.5
3379,"Douglas County, MO",2014.0,11,13546,Unreliable
3380,"Douglas County, MO",2015.0,10,13373,Unreliable
3381,"Douglas County, MO",2016.0,13,13358,Unreliable
3382,"Douglas County, NE",2012.0,253,531265,47.6
3383,"Douglas County, NE",2013.0,253,537256,47.1
3384,"Douglas County, NE",2015.0,251,550064,45.6
3385,"Douglas County, NE",2014.0,223,543244,41
3386,"Douglas County, NE",2016.0,212,554995,38.2
3387,"Douglas County, NE",2017.0,212,561620,37.7
3388,"Douglas County, NV",2016.0,15,48020,Unreliable
3389,"Douglas County, NV",2017.0,19,48309,Unreliable
3390,"Douglas County, NV",2013.0,40,47118,84.9
3391,"Douglas County, NV",2014.0,29,47536,61
3392,"Douglas County, NV",2015.0,29,47710,60.8
3393,"Douglas County, NV",2012.0,21,46996,44.7
3394,"Douglas County, OR",2012.0,120,107164,112
3395,"Douglas County, OR",2015.0,102,107685,94.7
3396,"Douglas County, OR",2014.0,96,106972,89.7
3397,"Douglas County, OR",2013.0,93,106940,87
3398,"Douglas County, OR",2017.0,95,109405,86.8
3399,"Douglas County, OR",2016.0,92,108457,84.8
3400,"Douglas County, WA",2012.0,16,39350,Unreliable
3401,"Douglas County, WA",2013.0,18,39471,Unreliable
3402,"Douglas County, WA",2014.0,10,39804,Unreliable
3403,"Douglas County, WA",2016.0,12,41327,Unreliable
3404,"Douglas County, WA",2017.0,17,41945,Unreliable
3405,"Douglas County, WA",2015.0,20,40534,49.3
3406,"Douglas County, WI",2012.0,39,43785,89.1
3407,"Douglas County, WI",2016.0,32,43509,73.5
3408,"Douglas County, WI",2017.0,30,43284,69.3
3409,"Douglas County, WI",2013.0,30,43887,68.4
3410,"Douglas County, WI",2014.0,28,43698,64.1
3411,"Douglas County, WI",2015.0,25,43601,57.3
3412,"Drew County, AR",2012.0,14,18743,Unreliable
3413,"Drew County, AR",2013.0,13,18785,Unreliable
3414,"Drew County, AR",2014.0,12,18622,Unreliable
3415,"Drew County, AR",2015.0,12,18778,Unreliable
3416,"Drew County, AR",2016.0,11,18651,Unreliable
3417,"Drew County, AR",2017.0,10,18547,Unreliable
3418,"Dubois County, IN",2014.0,18,42345,Unreliable
3419,"Dubois County, IN",2016.0,18,42552,Unreliable
3420,"Dubois County, IN",2017.0,10,42558,Unreliable
3421,"Dubois County, IN",2012.0,22,42071,52.3
3422,"Dubois County, IN",2015.0,22,42461,51.8
3423,"Dubois County, IN",2013.0,21,42361,49.6
3424,"Dubuque County, IA",2014.0,61,96370,63.3
3425,"Dubuque County, IA",2013.0,60,95697,62.7
3426,"Dubuque County, IA",2012.0,52,95097,54.7
3427,"Dubuque County, IA",2015.0,48,97125,49.4
3428,"Dubuque County, IA",2016.0,44,97003,45.4
3429,"Dubuque County, IA",2017.0,44,97041,45.3
3430,"Duchesne County, UT",2016.0,11,20337,Unreliable
3431,"Dukes County, MA",2016.0,10,17246,Unreliable
3432,"Dunklin County, MO",2014.0,46,31344,146.8
3433,"Dunklin County, MO",2013.0,43,31712,135.6
3434,"Dunklin County, MO",2015.0,41,30895,132.7
3435,"Dunklin County, MO",2017.0,37,30119,122.8
3436,"Dunklin County, MO",2012.0,31,31826,97.4
3437,"Dunklin County, MO",2016.0,27,30535,88.4
3438,"Dunn County, WI",2012.0,14,44072,Unreliable
3439,"Dunn County, WI",2013.0,16,44122,Unreliable
3440,"Dunn County, WI",2015.0,16,44497,Unreliable
3441,"Dunn County, WI",2016.0,15,44704,Unreliable
3442,"Dunn County, WI",2014.0,20,44305,45.1
3443,"Dunn County, WI",2017.0,20,44693,44.7
3444,"DuPage County, IL",2012.0,366,927987,39.4
3445,"DuPage County, IL",2017.0,361,930128,38.8
3446,"DuPage County, IL",2014.0,352,932708,37.7
3447,"DuPage County, IL",2013.0,347,932126,37.2
3448,"DuPage County, IL",2016.0,346,929368,37.2
3449,"DuPage County, IL",2015.0,320,933736,34.3
3450,"Duplin County, NC",2015.0,46,59159,77.8
3451,"Duplin County, NC",2017.0,41,59039,69.4
3452,"Duplin County, NC",2013.0,41,60084,68.2
3453,"Duplin County, NC",2014.0,35,59882,58.4
3454,"Duplin County, NC",2012.0,33,60033,55
3455,"Duplin County, NC",2016.0,31,58969,52.6
3456,"Durham County, NC",2012.0,116,279641,41.5
3457,"Durham County, NC",2014.0,107,294460,36.3
3458,"Durham County, NC",2013.0,98,288133,34
3459,"Durham County, NC",2017.0,105,311640,33.7
3460,"Durham County, NC",2016.0,99,306212,32.3
3461,"Durham County, NC",2015.0,92,300952,30.6
3462,"Dutchess County, NY",2012.0,160,297322,53.8
3463,"Dutchess County, NY",2014.0,148,296579,49.9
3464,"Dutchess County, NY",2016.0,145,294473,49.2
3465,"Dutchess County, NY",2013.0,138,296916,46.5
3466,"Dutchess County, NY",2015.0,133,295754,45
3467,"Dutchess County, NY",2017.0,130,295568,44
3468,"Duval County, FL",2012.0,463,879602,52.6
3469,"Duval County, FL",2014.0,470,897698,52.4
3470,"Duval County, FL",2015.0,469,913010,51.4
3471,"Duval County, FL",2017.0,477,937934,50.9
3472,"Duval County, FL",2013.0,442,885855,49.9
3473,"Duval County, FL",2016.0,420,926255,45.3
3474,"Dyer County, TN",2016.0,46,37708,122
3475,"Dyer County, TN",2013.0,33,38213,86.4
3476,"Dyer County, TN",2012.0,31,38255,81
3477,"Dyer County, TN",2017.0,28,37463,74.7
3478,"Dyer County, TN",2014.0,27,37935,71.2
3479,"Dyer County, TN",2015.0,25,37893,66
3480,"Early County, GA",2013.0,10,10542,Unreliable
3481,"Early County, GA",2015.0,12,10575,Unreliable
3482,"East Baton Rouge Parish, LA",2012.0,223,444526,50.2
3483,"East Baton Rouge Parish, LA",2017.0,190,446268,42.6
3484,"East Baton Rouge Parish, LA",2014.0,187,446042,41.9
3485,"East Baton Rouge Parish, LA",2013.0,185,445227,41.6
3486,"East Baton Rouge Parish, LA",2016.0,183,447037,40.9
3487,"East Baton Rouge Parish, LA",2015.0,165,446753,36.9
3488,"East Carroll Parish, LA",2014.0,12,7487,Unreliable
3489,"East Carroll Parish, LA",2016.0,13,7271,Unreliable
3490,"East Feliciana Parish, LA",2012.0,19,20008,Unreliable
3491,"East Feliciana Parish, LA",2013.0,11,19728,Unreliable
3492,"East Feliciana Parish, LA",2016.0,17,19683,Unreliable
3493,"East Feliciana Parish, LA",2017.0,11,19412,Unreliable
3494,"East Feliciana Parish, LA",2015.0,21,19696,106.6
3495,"Eastland County, TX",2012.0,12,18421,Unreliable
3496,"Eastland County, TX",2013.0,16,18245,Unreliable
3497,"Eastland County, TX",2014.0,14,18176,Unreliable
3498,"Eastland County, TX",2015.0,17,18171,Unreliable
3499,"Eastland County, TX",2016.0,13,18274,Unreliable
3500,"Eaton County, MI",2012.0,75,108008,69.4
3501,"Eaton County, MI",2017.0,71,109027,65.1
3502,"Eaton County, MI",2016.0,68,109160,62.3
3503,"Eaton County, MI",2015.0,53,108801,48.7
3504,"Eaton County, MI",2013.0,52,108348,48
3505,"Eaton County, MI",2014.0,45,108579,41.4
3506,"Eau Claire County, WI",2015.0,59,102105,57.8
3507,"Eau Claire County, WI",2013.0,49,101438,48.3
3508,"Eau Claire County, WI",2014.0,47,101564,46.3
3509,"Eau Claire County, WI",2016.0,45,102965,43.7
3510,"Eau Claire County, WI",2012.0,41,100677,40.7
3511,"Eau Claire County, WI",2017.0,42,103671,40.5
3512,"Ector County, TX",2012.0,68,144325,47.1
3513,"Ector County, TX",2017.0,62,157087,39.5
3514,"Ector County, TX",2014.0,59,153904,38.3
3515,"Ector County, TX",2015.0,59,159436,37
3516,"Ector County, TX",2013.0,52,149378,34.8
3517,"Ector County, TX",2016.0,44,157462,27.9
3518,"Eddy County, NM",2013.0,19,55471,Unreliable
3519,"Eddy County, NM",2014.0,32,56395,56.7
3520,"Eddy County, NM",2016.0,29,57621,50.3
3521,"Eddy County, NM",2012.0,25,54419,45.9
3522,"Eddy County, NM",2017.0,23,56997,40.4
3523,"Eddy County, NM",2015.0,21,57578,36.5
3524,"Edgar County, IL",2012.0,10,18191,Unreliable
3525,"Edgar County, IL",2014.0,15,17841,Unreliable
3526,"Edgar County, IL",2015.0,16,17664,Unreliable
3527,"Edgar County, IL",2016.0,11,17566,Unreliable
3528,"Edgar County, IL",2017.0,12,17328,Unreliable
3529,"Edgar County, IL",2013.0,26,17960,144.8
3530,"Edgecombe County, NC",2013.0,43,55574,77.4
3531,"Edgecombe County, NC",2015.0,37,54150,68.3
3532,"Edgecombe County, NC",2014.0,37,54933,67.4
3533,"Edgecombe County, NC",2017.0,32,52747,60.7
3534,"Edgecombe County, NC",2016.0,31,53318,58.1
3535,"Edgecombe County, NC",2012.0,29,55954,51.8
3536,"Edgefield County, SC",2012.0,14,26347,Unreliable
3537,"Edgefield County, SC",2014.0,11,26553,Unreliable
3538,"Edgefield County, SC",2015.0,13,26514,Unreliable
3539,"Edgefield County, SC",2016.0,12,26358,Unreliable
3540,"Edgefield County, SC",2017.0,11,26693,Unreliable
3541,"Edmonson County, KY",2014.0,13,12013,Unreliable
3542,"Edmonson County, KY",2015.0,15,12007,Unreliable
3543,"Edmonson County, KY",2016.0,11,12114,Unreliable
3544,"Edmonson County, KY",2017.0,15,12226,Unreliable
3545,"Edmonson County, KY",2012.0,20,12071,165.7
3546,"Effingham County, GA",2012.0,39,53293,73.2
3547,"Effingham County, GA",2013.0,30,54456,55.1
3548,"Effingham County, GA",2015.0,30,57106,52.5
3549,"Effingham County, GA",2016.0,29,58712,49.4
3550,"Effingham County, GA",2017.0,29,59982,48.3
3551,"Effingham County, GA",2014.0,25,55423,45.1
3552,"Effingham County, IL",2013.0,13,34307,Unreliable
3553,"Effingham County, IL",2015.0,16,34371,Unreliable
3554,"Effingham County, IL",2016.0,16,34386,Unreliable
3555,"Effingham County, IL",2017.0,16,34132,Unreliable
3556,"Effingham County, IL",2012.0,23,34353,67
3557,"Effingham County, IL",2014.0,22,34320,64.1
3558,"El Dorado County, CA",2015.0,95,184452,51.5
3559,"El Dorado County, CA",2014.0,90,183087,49.2
3560,"El Dorado County, CA",2013.0,81,181737,44.6
3561,"El Dorado County, CA",2016.0,82,185625,44.2
3562,"El Dorado County, CA",2017.0,77,188987,40.7
3563,"El Dorado County, CA",2012.0,71,180561,39.3
3564,"El Paso County, CO",2012.0,203,644964,31.5
3565,"El Paso County, CO",2014.0,192,663519,28.9
3566,"El Paso County, CO",2013.0,184,655044,28.1
3567,"El Paso County, CO",2017.0,192,699232,27.5
3568,"El Paso County, CO",2016.0,176,688284,25.6
3569,"El Paso County, CO",2015.0,172,674471,25.5
3570,"El Paso County, TX",2015.0,173,835593,20.7
3571,"El Paso County, TX",2014.0,166,833487,19.9
3572,"El Paso County, TX",2012.0,162,827398,19.6
3573,"El Paso County, TX",2013.0,162,827718,19.6
3574,"El Paso County, TX",2017.0,161,840410,19.2
3575,"El Paso County, TX",2016.0,153,837918,18.3
3576,"Elbert County, CO",2014.0,10,24195,Unreliable
3577,"Elbert County, GA",2013.0,16,19599,Unreliable
