County,Year,Deaths,Population,Crude Rate
"St. Martin Parish, LA",2015,38,53835,70.6
"St. Martin Parish, LA",2017,36,54171,66.5
"St. Martin Parish, LA",2014,35,53315,65.6
"St. Martin Parish, LA",2012,30,52726,56.9
"St. Martin Parish, LA",2013,29,52936,54.8
"St. Martin Parish, LA",2016,26,54007,48.1
"St. Mary Parish, LA",2017,42,50973,82.4
"St. Mary Parish, LA",2015,39,52810,73.8
"St. Mary Parish, LA",2014,35,53162,65.8
"St. Mary Parish, LA",2013,33,53543,61.6
"St. Mary Parish, LA",2016,28,52093,53.8
"St. Mary Parish, LA",2012,23,53697,42.8
"St. Mary's County, MD",2017,62,112667,55.0
"St. Mary's County, MD",2015,58,111413,52.1
"St. Mary's County, MD",2012,55,108987,50.5
"St. Mary's County, MD",2013,55,109633,50.2
"St. Mary's County, MD",2014,55,110382,49.8
"St. Mary's County, MD",2016,54,112587,48.0
"St. Tammany Parish, LA",2013,138,242333,56.9
"St. Tammany Parish, LA",2012,134,239453,56.0
"St. Tammany Parish, LA",2014,132,245829,53.7
"St. Tammany Parish, LA",2016,136,253602,53.6
"St. Tammany Parish, LA",2017,136,256327,53.1
"St. Tammany Parish, LA",2015,130,250088,52.0
"Stafford County, VA",2015,56,142003,39.4
"Stafford County, VA",2014,52,139992,37.1
"Stafford County, VA",2012,47,134352,35.0
"Stafford County, VA",2016,46,144361,31.9
"Stafford County, VA",2013,43,136788,31.4
"Stafford County, VA",2017,41,146649,28.0
"Stanislaus County, CA",2013,231,525491,44.0
"Stanislaus County, CA",2015,210,538388,39.0
"Stanislaus County, CA",2016,198,541560,36.6
"Stanislaus County, CA",2012,184,521726,35.3
"Stanislaus County, CA",2017,192,547899,35.0
"Stanislaus County, CA",2014,174,531997,32.7
"Stanly County, NC",2014,49,60600,80.9
"Stanly County, NC",2015,43,60714,70.8
"Stanly County, NC",2012,42,60576,69.3
"Stanly County, NC",2016,40,60791,65.8
"Stanly County, NC",2017,39,61482,63.4
"Stanly County, NC",2013,37,60635,61.0
"Stark County, OH",2017,273,372542,73.3
"Stark County, OH",2016,261,373612,69.9
"Stark County, OH",2012,253,374868,67.5
"Stark County, OH",2013,249,375432,66.3
"Stark County, OH",2014,248,375736,66.0
"Stark County, OH",2015,245,375165,65.3
"Starke County, IN",2016,29,23009,126.0
"Starke County, IN",2014,28,23074,121.3
"Starke County, IN",2012,25,23213,107.7
"Starke County, IN",2013,24,23197,103.5
"Starke County, IN",2015,22,22958,95.8
"Starke County, IN",2017,20,22893,87.4
"Staunton city, VA",2015,23,24416,94.2
"Staunton city, VA",2014,22,24538,89.7
"Staunton city, VA",2012,21,23921,87.8
"Staunton city, VA",2013,20,24350,82.1
"Stearns County, MN",2014,69,152912,45.1
"Stearns County, MN",2016,62,155652,39.8
"Stearns County, MN",2017,60,157822,38.0
"Stearns County, MN",2012,57,151606,37.6
"Stearns County, MN",2013,52,152092,34.2
"Stearns County, MN",2015,51,154708,33.0
"Steele County, MN",2017,20,36887,54.2
"Stephens County, GA",2012,32,25891,123.6
"Stephens County, GA",2014,25,25480,98.1
"Stephens County, GA",2015,24,25586,93.8
"Stephens County, GA",2013,22,25683,85.7
"Stephens County, OK",2014,38,44493,85.4
"Stephens County, OK",2013,37,44919,82.4
"Stephens County, OK",2016,35,44090,79.4
"Stephens County, OK",2012,35,44779,78.2
"Stephens County, OK",2015,26,44581,58.3
"Stephens County, OK",2017,24,43332,55.4
"Stephenson County, IL",2012,36,46959,76.7
"Stephenson County, IL",2013,35,46740,74.9
"Stephenson County, IL",2014,33,46435,71.1
"Stephenson County, IL",2017,29,45054,64.4
"Stephenson County, IL",2016,24,45624,52.6
"Stephenson County, IL",2015,21,45749,45.9
"Steuben County, IN",2014,30,34308,87.4
"Steuben County, IN",2012,28,34124,82.1
"Steuben County, IN",2013,26,34358,75.7
"Steuben County, IN",2016,24,34116,70.3
"Steuben County, IN",2015,24,34372,69.8
"Steuben County, NY",2012,85,99063,85.8
"Steuben County, NY",2013,82,98650,83.1
"Steuben County, NY",2014,71,98394,72.2
"Steuben County, NY",2017,69,96281,71.7
"Steuben County, NY",2015,69,97631,70.7
"Steuben County, NY",2016,63,96940,65.0
"Stevens County, WA",2016,29,44439,65.3
"Stevens County, WA",2012,24,43538,55.1
"Stevens County, WA",2013,23,43430,53.0
"Stevens County, WA",2015,23,43791,52.5
"Stevens County, WA",2014,21,43650,48.1
"Stevens County, WA",2017,21,44730,46.9
"Stoddard County, MO",2015,36,29862,120.6
"Stoddard County, MO",2013,33,29780,110.8
"Stoddard County, MO",2012,28,29795,94.0
"Stoddard County, MO",2017,27,29369,91.9
"Stoddard County, MO",2016,26,29588,87.9
"Stoddard County, MO",2014,26,29867,87.1
"Stokes County, NC",2013,47,46588,100.9
"Stokes County, NC",2016,46,46097,99.8
"Stokes County, NC",2012,41,46783,87.6
"Stokes County, NC",2015,38,46351,82.0
"Stokes County, NC",2017,29,45717,63.4
"Stokes County, NC",2014,27,46419,58.2
"Stone County, MO",2013,36,31297,115.0
"Stone County, MO",2016,35,31047,112.7
"Stone County, MO",2014,30,31104,96.5
"Stone County, MO",2015,24,30943,77.6
"Stone County, MO",2012,24,31568,76.0
"Story County, IA",2015,36,96021,37.5
"Story County, IA",2012,31,91140,34.0
"Story County, IA",2013,31,92406,33.5
"Story County, IA",2014,27,94073,28.7
"Story County, IA",2017,24,97502,24.6
"Strafford County, NH",2014,78,125604,62.1
"Strafford County, NH",2017,79,128613,61.4
"Strafford County, NH",2013,76,124593,61.0
"Strafford County, NH",2016,75,127428,58.9
"Strafford County, NH",2012,73,124119,58.8
"Strafford County, NH",2015,60,126825,47.3
"Suffolk city, VA",2013,51,85728,59.5
"Suffolk city, VA",2014,41,86806,47.2
"Suffolk city, VA",2016,38,89273,42.6
"Suffolk city, VA",2017,38,90237,42.1
"Suffolk city, VA",2012,29,85181,34.0
"Suffolk city, VA",2015,30,88161,34.0
"Suffolk County, MA",2012,312,744426,41.9
"Suffolk County, MA",2016,292,784230,37.2
"Suffolk County, MA",2014,277,767254,36.1
"Suffolk County, MA",2013,269,755503,35.6
"Suffolk County, MA",2015,268,778121,34.4
"Suffolk County, MA",2017,219,797939,27.4
"Suffolk County, NY",2012,778,1499273,51.9
"Suffolk County, NY",2013,724,1499738,48.3
"Suffolk County, NY",2014,726,1502968,48.3
"Suffolk County, NY",2016,670,1492583,44.9
"Suffolk County, NY",2015,662,1501587,44.1
"Suffolk County, NY",2017,645,1492953,43.2
"Sullivan County, IN",2015,25,20928,119.5
"Sullivan County, IN",2012,24,21188,113.3
"Sullivan County, NH",2016,39,43004,90.7
"Sullivan County, NH",2017,31,43077,72.0
"Sullivan County, NH",2013,30,42984,69.8
"Sullivan County, NH",2012,30,43074,69.6
"Sullivan County, NH",2014,26,43103,60.3
"Sullivan County, NH",2015,22,42967,51.2
"Sullivan County, NY",2016,70,74801,93.6
"Sullivan County, NY",2012,65,76793,84.6
"Sullivan County, NY",2015,53,74877,70.8
"Sullivan County, NY",2017,48,75485,63.6
"Sullivan County, NY",2014,47,75943,61.9
"Sullivan County, NY",2013,43,76665,56.1
"Sullivan County, TN",2014,145,157047,92.3
"Sullivan County, TN",2015,131,156791,83.6
"Sullivan County, TN",2016,130,156667,83.0
"Sullivan County, TN",2012,128,156786,81.6
"Sullivan County, TN",2013,124,156595,79.2
"Sullivan County, TN",2017,116,157158,73.8
"Summit County, OH",2012,349,540811,64.5
"Summit County, OH",2013,323,541824,59.6
"Summit County, OH",2014,322,541943,59.4
"Summit County, OH",2015,322,541968,59.4
"Summit County, OH",2016,305,540300,56.5
"Summit County, OH",2017,302,541228,55.8
"Sumner County, TN",2016,115,180063,63.9
"Sumner County, TN",2014,103,172706,59.6
"Sumner County, TN",2017,109,183545,59.4
"Sumner County, TN",2013,98,168888,58.0
"Sumner County, TN",2012,87,166123,52.4
"Sumner County, TN",2015,90,175989,51.1
"Sumter County, FL",2015,137,118891,115.2
"Sumter County, FL",2014,130,114350,113.7
"Sumter County, FL",2012,114,101620,112.2
"Sumter County, FL",2013,120,107056,112.1
"Sumter County, FL",2017,135,125165,107.9
"Sumter County, FL",2016,111,123996,89.5
"Sumter County, GA",2013,20,31364,63.8
"Sumter County, SC",2014,78,107919,72.3
"Sumter County, SC",2017,69,106847,64.6
"Sumter County, SC",2016,67,107396,62.4
"Sumter County, SC",2015,61,107480,56.8
"Sumter County, SC",2013,53,108123,49.0
"Sumter County, SC",2012,51,108052,47.2
"Sunflower County, MS",2015,22,27005,81.5
"Sunflower County, MS",2016,21,26407,79.5
"Sunflower County, MS",2013,20,27997,71.4
"Surry County, NC",2017,76,72224,105.2
"Surry County, NC",2012,75,73561,102.0
"Surry County, NC",2014,68,72968,93.2
"Surry County, NC",2013,57,73050,78.0
"Surry County, NC",2015,55,72743,75.6
"Surry County, NC",2016,54,72113,74.9
"Susquehanna County, PA",2015,31,41666,74.4
"Susquehanna County, PA",2013,28,42286,66.2
"Susquehanna County, PA",2016,23,40862,56.3
"Susquehanna County, PA",2014,23,41920,54.9
"Susquehanna County, PA",2012,22,42696,51.5
"Sussex County, DE",2012,185,203390,91.0
"Sussex County, DE",2014,187,210849,88.7
"Sussex County, DE",2015,190,215622,88.1
"Sussex County, DE",2013,175,206649,84.7
"Sussex County, DE",2016,172,220251,78.1
"Sussex County, DE",2017,154,225322,68.3
"Sussex County, NJ",2015,89,143673,61.9
"Sussex County, NJ",2017,78,141682,55.1
"Sussex County, NJ",2016,74,142522,51.9
"Sussex County, NJ",2012,72,147442,48.8
"Sussex County, NJ",2013,65,145992,44.5
"Sussex County, NJ",2014,62,144909,42.8
"Sutter County, CA",2014,51,95847,53.2
"Sutter County, CA",2015,49,96463,50.8
"Sutter County, CA",2012,44,95022,46.3
"Sutter County, CA",2013,42,95350,44.0
"Sutter County, CA",2016,41,96651,42.4
"Sutter County, CA",2017,27,96648,27.9
"Suwannee County, FL",2017,50,44190,113.1
"Suwannee County, FL",2013,46,43734,105.2
"Suwannee County, FL",2015,45,43760,102.8
"Suwannee County, FL",2016,38,43794,86.8
"Suwannee County, FL",2012,36,43656,82.5
"Suwannee County, FL",2014,33,44022,75.0
"Sweetwater County, WY",2015,20,44626,44.8
"Talbot County, MD",2014,28,37643,74.4
"Talbot County, MD",2013,28,37931,73.8
"Talbot County, MD",2012,27,38098,70.9
"Talbot County, MD",2017,21,37103,56.6
"Talladega County, AL",2014,76,81322,93.5
"Talladega County, AL",2013,68,81096,83.9
"Talladega County, AL",2017,62,80065,77.4
"Talladega County, AL",2012,60,81762,73.4
"Talladega County, AL",2016,56,80103,69.9
"Talladega County, AL",2015,54,80862,66.8
"Tallapoosa County, AL",2017,43,40681,105.7
"Tallapoosa County, AL",2014,40,41165,97.2
"Tallapoosa County, AL",2012,34,41168,82.6
"Tallapoosa County, AL",2016,29,40727,71.2
"Tallapoosa County, AL",2015,29,40844,71.0
"Tallapoosa County, AL",2013,25,41203,60.7
"Taney County, MO",2012,49,52956,92.5
"Taney County, MO",2016,44,54735,80.4
"Taney County, MO",2015,38,54592,69.6
"Taney County, MO",2014,37,54230,68.2
"Taney County, MO",2017,36,55355,65.0
"Taney County, MO",2013,34,53575,63.5
"Tangipahoa Parish, LA",2012,79,123441,64.0
"Tangipahoa Parish, LA",2017,83,132497,62.6
"Tangipahoa Parish, LA",2016,78,130710,59.7
"Tangipahoa Parish, LA",2013,73,125412,58.2
"Tangipahoa Parish, LA",2014,73,127049,57.5
"Tangipahoa Parish, LA",2015,72,128755,55.9
"Tarrant County, TX",2012,652,1880153,34.7
"Tarrant County, TX",2017,706,2054475,34.4
"Tarrant County, TX",2016,686,2016872,34.0
"Tarrant County, TX",2013,627,1911541,32.8
"Tarrant County, TX",2014,632,1945360,32.5
"Tarrant County, TX",2015,634,1982498,32.0
"Tate County, MS",2014,25,28204,88.6
"Tate County, MS",2013,22,28373,77.5
"Tattnall County, GA",2012,21,25384,82.7
"Taylor County, FL",2015,26,22493,115.6
"Taylor County, FL",2013,24,22857,105.0
"Taylor County, FL",2014,20,22582,88.6
"Taylor County, KY",2013,30,24649,121.7
"Taylor County, KY",2015,27,25420,106.2
"Taylor County, KY",2012,26,24691,105.3
"Taylor County, KY",2017,24,25472,94.2
"Taylor County, KY",2014,23,25257,91.1
"Taylor County, TX",2012,77,133473,57.7
"Taylor County, TX",2014,57,135143,42.2
"Taylor County, TX",2016,56,136535,41.0
"Taylor County, TX",2015,55,136051,40.4
"Taylor County, TX",2017,55,136290,40.4
"Taylor County, TX",2013,54,134117,40.3
"Taylor County, WV",2015,22,16912,130.1
"Tazewell County, IL",2015,110,134800,81.6
"Tazewell County, IL",2012,104,135949,76.5
"Tazewell County, IL",2016,100,134385,74.4
"Tazewell County, IL",2013,101,136352,74.1
"Tazewell County, IL",2014,99,135707,73.0
"Tazewell County, IL",2017,87,133526,65.2
"Tazewell County, VA",2015,46,42899,107.2
"Tazewell County, VA",2012,45,44268,101.7
"Tazewell County, VA",2017,39,41095,94.9
"Tazewell County, VA",2016,39,42150,92.5
"Tazewell County, VA",2013,40,44103,90.7
"Tazewell County, VA",2014,30,43452,69.0
"Tehama County, CA",2012,44,63406,69.4
"Tehama County, CA",2013,42,63057,66.6
"Tehama County, CA",2014,42,63067,66.6
"Tehama County, CA",2017,40,63926,62.6
"Tehama County, CA",2016,32,63276,50.6
"Tehama County, CA",2015,30,63308,47.4
"Terrebonne Parish, LA",2014,72,113328,63.5
"Terrebonne Parish, LA",2017,70,112086,62.5
"Terrebonne Parish, LA",2013,69,112749,61.2
"Terrebonne Parish, LA",2015,69,113972,60.5
"Terrebonne Parish, LA",2016,66,113220,58.3
"Terrebonne Parish, LA",2012,59,111893,52.7
"Texas County, MO",2017,25,25735,97.1
"Texas County, MO",2016,24,25775,93.1
"Texas County, MO",2012,23,25810,89.1
"Thomas County, GA",2015,44,45063,97.6
"Thomas County, GA",2017,39,44779,87.1
"Thomas County, GA",2012,37,44724,82.7
"Thomas County, GA",2013,35,44869,78.0
"Thomas County, GA",2014,29,44959,64.5
"Thomas County, GA",2016,28,45248,61.9
"Thurston County, WA",2013,145,262388,55.3
"Thurston County, WA",2014,138,265851,51.9
"Thurston County, WA",2012,128,258332,49.5
"Thurston County, WA",2016,133,275222,48.3
"Thurston County, WA",2017,133,280588,47.4
"Thurston County, WA",2015,115,269536,42.7
"Tift County, GA",2017,27,40598,66.5
"Tift County, GA",2015,26,40764,63.8
"Tift County, GA",2016,23,40828,56.3
"Tift County, GA",2012,23,41064,56.0
"Tift County, GA",2013,22,40286,54.6
"Tift County, GA",2014,22,40704,54.0
"Tillamook County, OR",2017,26,26690,97.4
"Tillamook County, OR",2016,22,26143,84.2
"Tillamook County, OR",2012,21,25287,83.0
"Tillamook County, OR",2014,20,25342,78.9
"Tioga County, NY",2016,36,48760,73.8
"Tioga County, NY",2017,33,48578,67.9
"Tioga County, NY",2014,33,49870,66.2
"Tioga County, NY",2012,33,50478,65.4
"Tioga County, NY",2015,31,49453,62.7
"Tioga County, NY",2013,29,50243,57.7
"Tioga County, PA",2015,38,41877,90.7
"Tioga County, PA",2014,32,42274,75.7
"Tioga County, PA",2012,30,42577,70.5
"Tioga County, PA",2017,27,40793,66.2
"Tioga County, PA",2016,26,41467,62.7
"Tioga County, PA",2013,26,42463,61.2
"Tippah County, MS",2016,25,22190,112.7
"Tippah County, MS",2015,21,22131,94.9
"Tippecanoe County, IN",2012,71,177513,40.0
"Tippecanoe County, IN",2014,73,183074,39.9
"Tippecanoe County, IN",2015,73,185826,39.3
"Tippecanoe County, IN",2016,73,188059,38.8
"Tippecanoe County, IN",2017,70,190587,36.7
"Tippecanoe County, IN",2013,64,180174,35.5
"Tipton County, TN",2014,51,61623,82.8
"Tipton County, TN",2013,50,61586,81.2
"Tipton County, TN",2017,43,61366,70.1
"Tipton County, TN",2015,43,61870,69.5
"Tipton County, TN",2012,39,61705,63.2
"Tipton County, TN",2016,38,61303,62.0
"Tishomingo County, MS",2015,30,19552,153.4
"Tishomingo County, MS",2014,26,19420,133.9
"Tolland County, CT",2016,68,151118,45.0
"Tolland County, CT",2013,66,151377,43.6
"Tolland County, CT",2015,61,151420,40.3
"Tolland County, CT",2014,57,151367,37.7
"Tolland County, CT",2017,50,151461,33.0
"Tolland County, CT",2012,49,151539,32.3
"Tom Green County, TX",2014,61,116608,52.3
"Tom Green County, TX",2017,60,118019,50.8
"Tom Green County, TX",2016,59,118386,49.8
"Tom Green County, TX",2012,50,113281,44.1
"Tom Green County, TX",2013,50,114954,43.5
"Tom Green County, TX",2015,45,118105,38.1
"Tompkins County, NY",2013,49,103617,47.3
"Tompkins County, NY",2016,46,104871,43.9
"Tompkins County, NY",2012,43,102554,41.9
"Tompkins County, NY",2015,34,104926,32.4
"Tompkins County, NY",2017,33,104802,31.5
"Tompkins County, NY",2014,27,104691,25.8
"Toombs County, GA",2014,22,27282,80.6
"Toombs County, GA",2017,20,26999,74.1
"Toombs County, GA",2015,20,27241,73.4
"Transylvania County, NC",2015,31,33211,93.3
"Transylvania County, NC",2016,26,33482,77.7
"Transylvania County, NC",2013,24,32903,72.9
"Transylvania County, NC",2014,23,33045,69.6
"Transylvania County, NC",2017,20,33956,58.9
"Travis County, TX",2014,275,1151145,23.9
"Travis County, TX",2012,225,1095584,20.5
"Travis County, TX",2016,239,1199323,19.9
"Travis County, TX",2015,230,1176558,19.5
"Travis County, TX",2013,211,1120954,18.8
"Travis County, TX",2017,226,1226698,18.4
"Trempealeau County, WI",2012,25,29297,85.3
"Trempealeau County, WI",2017,20,29472,67.9
"Trinity County, TX",2012,24,14309,167.7
"Trinity County, TX",2016,22,14442,152.3
"Troup County, GA",2014,45,69469,64.8
"Troup County, GA",2016,45,70005,64.3
"Troup County, GA",2013,39,69053,56.5
"Troup County, GA",2015,35,69763,50.2
"Troup County, GA",2017,31,69786,44.4
"Troup County, GA",2012,29,68468,42.4
"Trumbull County, OH",2013,169,206442,81.9
"Trumbull County, OH",2012,163,207406,78.6
"Trumbull County, OH",2015,158,203751,77.5
"Trumbull County, OH",2014,156,205175,76.0
"Trumbull County, OH",2016,150,201825,74.3
"Trumbull County, OH",2017,138,200380,68.9
"Tulare County, CA",2012,138,451977,30.5
"Tulare County, CA",2014,136,458198,29.7
"Tulare County, CA",2015,131,459863,28.5
"Tulare County, CA",2013,125,454143,27.5
"Tulare County, CA",2016,118,460437,25.6
"Tulare County, CA",2017,113,464493,24.3
"Tulsa County, OK",2012,349,613816,56.9
"Tulsa County, OK",2013,343,622409,55.1
"Tulsa County, OK",2014,317,629598,50.3
"Tulsa County, OK",2015,316,639242,49.4
"Tulsa County, OK",2016,306,642940,47.6
"Tulsa County, OK",2017,291,646266,45.0
"Tuolumne County, CA",2015,36,53709,67.0
"Tuolumne County, CA",2017,35,54248,64.5
"Tuolumne County, CA",2013,33,53874,61.3
"Tuolumne County, CA",2014,32,53831,59.4
"Tuolumne County, CA",2016,31,53804,57.6
"Tuolumne County, CA",2012,29,54008,53.7
"Tuscaloosa County, AL",2013,103,200821,51.3
"Tuscaloosa County, AL",2015,103,203976,50.5
"Tuscaloosa County, AL",2012,91,198596,45.8
"Tuscaloosa County, AL",2016,93,206102,45.1
"Tuscaloosa County, AL",2014,85,202212,42.0
"Tuscaloosa County, AL",2017,87,207811,41.9
"Tuscarawas County, OH",2015,83,92916,89.3
"Tuscarawas County, OH",2013,64,92672,69.1
"Tuscarawas County, OH",2017,63,92297,68.3
"Tuscarawas County, OH",2016,60,92420,64.9
"Tuscarawas County, OH",2012,58,92392,62.8
"Tuscarawas County, OH",2014,56,92788,60.4
"Tuscola County, MI",2013,44,54263,81.1
"Tuscola County, MI",2017,40,52764,75.8
"Tuscola County, MI",2015,37,53777,68.8
"Tuscola County, MI",2014,35,54000,64.8
"Tuscola County, MI",2012,33,54662,60.4
"Tuscola County, MI",2016,30,53338,56.2
"Twin Falls County, ID",2015,36,82375,43.7
"Twin Falls County, ID",2012,34,78595,43.3
"Twin Falls County, ID",2014,34,80914,42.0
"Twin Falls County, ID",2017,31,85124,36.4
"Twin Falls County, ID",2013,27,79957,33.8
"Twin Falls County, ID",2016,23,83514,27.5
"Ulster County, NY",2015,116,180143,64.4
"Ulster County, NY",2014,112,180445,62.1
"Ulster County, NY",2013,112,180998,61.9
"Ulster County, NY",2012,101,181791,55.6
"Ulster County, NY",2016,99,179225,55.2
"Ulster County, NY",2017,96,179417,53.5
"Umatilla County, OR",2014,43,76705,56.1
"Umatilla County, OR",2015,40,76531,52.3
"Umatilla County, OR",2013,39,76720,50.8
"Umatilla County, OR",2016,34,76456,44.5
"Umatilla County, OR",2012,31,76820,40.4
"Umatilla County, OR",2017,31,76985,40.3
"Unicoi County, TN",2012,20,18235,109.7
"Union County, AR",2013,46,40694,113.0
"Union County, AR",2017,41,39449,103.9
"Union County, AR",2012,36,40867,88.1
"Union County, AR",2015,32,40144,79.7
"Union County, AR",2014,29,40227,72.1
"Union County, AR",2016,28,39887,70.2
"Union County, FL",2015,30,15234,196.9
"Union County, FL",2014,29,15190,190.9
"Union County, FL",2016,27,15142,178.3
"Union County, FL",2012,21,15212,138.0
