County,Year,Deaths,Population,Crude Rate
"Culpeper County, VA",2012,25,47911,52.2
"Culpeper County, VA",2017,26,51282,50.7
"Culpeper County, VA",2015,25,49432,50.6
"Culpeper County, VA",2013,23,48506,47.4
"Cumberland County, ME",2012,180,283921,63.4
"Cumberland County, ME",2013,172,285456,60.3
"Cumberland County, ME",2015,175,289977,60.3
"Cumberland County, ME",2014,167,287797,58.0
"Cumberland County, ME",2016,145,292041,49.7
"Cumberland County, ME",2017,141,292500,48.2
"Cumberland County, NC",2016,165,327127,50.4
"Cumberland County, NC",2012,161,324049,49.7
"Cumberland County, NC",2014,154,326328,47.2
"Cumberland County, NC",2015,145,323838,44.8
"Cumberland County, NC",2013,141,325871,43.3
"Cumberland County, NC",2017,138,332546,41.5
"Cumberland County, NJ",2012,101,157785,64.0
"Cumberland County, NJ",2015,96,155854,61.6
"Cumberland County, NJ",2016,92,153797,59.8
"Cumberland County, NJ",2013,89,157332,56.6
"Cumberland County, NJ",2017,72,152538,47.2
"Cumberland County, NJ",2014,63,157389,40.0
"Cumberland County, PA",2015,141,246338,57.2
"Cumberland County, PA",2016,125,248506,50.3
"Cumberland County, PA",2012,116,238614,48.6
"Cumberland County, PA",2014,114,243762,46.8
"Cumberland County, PA",2013,108,241212,44.8
"Cumberland County, PA",2017,109,250066,43.6
"Cumberland County, TN",2012,67,57029,117.5
"Cumberland County, TN",2013,67,57466,116.6
"Cumberland County, TN",2015,62,58229,106.5
"Cumberland County, TN",2016,62,58655,105.7
"Cumberland County, TN",2014,55,57985,94.9
"Cumberland County, TN",2017,37,59078,62.6
"Currituck County, NC",2016,24,25809,93.0
"Currituck County, NC",2013,22,24396,90.2
"Curry County, NM",2012,25,49938,50.1
"Curry County, NM",2017,21,49812,42.2
"Curry County, NM",2015,20,50398,39.7
"Curry County, OR",2012,28,22248,125.9
"Curry County, OR",2015,27,22483,120.1
"Curry County, OR",2017,26,22669,114.7
"Curry County, OR",2013,23,22339,103.0
"Custer County, OK",2015,24,29744,80.7
"Custer County, OK",2017,22,28800,76.4
"Cuyahoga County, OH",2012,886,1265111,70.0
"Cuyahoga County, OH",2015,789,1255921,62.8
"Cuyahoga County, OH",2014,781,1259828,62.0
"Cuyahoga County, OH",2016,762,1249352,61.0
"Cuyahoga County, OH",2017,755,1248514,60.5
"Cuyahoga County, OH",2013,746,1263154,59.1
"Dade County, GA",2015,21,16264,129.1
"Dakota County, MN",2016,169,417486,40.5
"Dakota County, MN",2013,154,408509,37.7
"Dakota County, MN",2012,152,405088,37.5
"Dakota County, MN",2014,154,412529,37.3
"Dakota County, MN",2017,149,421751,35.3
"Dakota County, MN",2015,129,414686,31.1
"Dale County, AL",2012,41,50444,81.3
"Dale County, AL",2014,40,49484,80.8
"Dale County, AL",2013,36,49884,72.2
"Dale County, AL",2017,34,49226,69.1
"Dale County, AL",2015,32,49565,64.6
"Dale County, AL",2016,30,49226,60.9
"Dallas County, AL",2013,36,41996,85.7
"Dallas County, AL",2015,31,41131,75.4
"Dallas County, AL",2012,32,42864,74.7
"Dallas County, AL",2016,26,40008,65.0
"Dallas County, AL",2014,27,41711,64.7
"Dallas County, IA",2012,30,71967,41.7
"Dallas County, IA",2014,28,77400,36.2
"Dallas County, IA",2017,29,87235,33.2
"Dallas County, IA",2016,27,84516,31.9
"Dallas County, IA",2015,25,80133,31.2
"Dallas County, TX",2012,774,2453843,31.5
"Dallas County, TX",2013,775,2480331,31.2
"Dallas County, TX",2014,764,2518638,30.3
"Dallas County, TX",2015,709,2553385,27.8
"Dallas County, TX",2016,711,2574984,27.6
"Dallas County, TX",2017,718,2618148,27.4
"Dane County, WI",2013,192,509939,37.7
"Dane County, WI",2014,181,516284,35.1
"Dane County, WI",2012,174,503523,34.6
"Dane County, WI",2016,160,531273,30.1
"Dane County, WI",2015,152,523643,29.0
"Dane County, WI",2017,145,536416,27.0
"Danville city, VA",2013,39,42907,90.9
"Danville city, VA",2016,37,41898,88.3
"Danville city, VA",2014,35,42444,82.5
"Danville city, VA",2012,30,42996,69.8
"Danville city, VA",2015,29,42082,68.9
"Danville city, VA",2017,28,41130,68.1
"Dare County, NC",2016,41,35964,114.0
"Dare County, NC",2014,29,35104,82.6
"Dare County, NC",2015,27,35663,75.7
"Dare County, NC",2017,23,36099,63.7
"Darke County, OH",2013,42,52376,80.2
"Darke County, OH",2016,38,51778,73.4
"Darke County, OH",2014,37,52196,70.9
"Darke County, OH",2015,35,52076,67.2
"Darke County, OH",2012,34,52507,64.8
"Darke County, OH",2017,33,51536,64.0
"Darlington County, SC",2015,51,67548,75.5
"Darlington County, SC",2013,49,67935,72.1
"Darlington County, SC",2012,44,68139,64.6
"Darlington County, SC",2014,43,67799,63.4
"Darlington County, SC",2016,39,67234,58.0
"Darlington County, SC",2017,33,67265,49.1
"Dauphin County, PA",2013,148,270937,54.6
"Dauphin County, PA",2016,144,273707,52.6
"Dauphin County, PA",2012,139,269665,51.5
"Dauphin County, PA",2017,141,275710,51.1
"Dauphin County, PA",2015,137,272983,50.2
"Dauphin County, PA",2014,135,271453,49.7
"Davidson County, NC",2015,147,164622,89.3
"Davidson County, NC",2013,135,163420,82.6
"Davidson County, NC",2014,132,164072,80.5
"Davidson County, NC",2012,122,163260,74.7
"Davidson County, NC",2016,122,164926,74.0
"Davidson County, NC",2017,110,165466,66.5
"Davidson County, TN",2014,346,668347,51.8
"Davidson County, TN",2015,344,678889,50.7
"Davidson County, TN",2012,325,648295,50.1
"Davidson County, TN",2013,313,658602,47.5
"Davidson County, TN",2016,298,684410,43.5
"Davidson County, TN",2017,260,691243,37.6
"Davie County, NC",2014,40,41434,96.5
"Davie County, NC",2016,34,42013,80.9
"Davie County, NC",2012,30,41433,72.4
"Davie County, NC",2015,29,41753,69.5
"Davie County, NC",2017,28,42456,66.0
"Davie County, NC",2013,23,41554,55.3
"Daviess County, IN",2012,27,32064,84.2
"Daviess County, IN",2015,21,32906,63.8
"Daviess County, IN",2016,20,32969,60.7
"Daviess County, KY",2012,95,97847,97.1
"Daviess County, KY",2013,91,98218,92.7
"Daviess County, KY",2014,87,98275,88.5
"Daviess County, KY",2017,70,100374,69.7
"Daviess County, KY",2016,68,99674,68.2
"Daviess County, KY",2015,66,99259,66.5
"Davis County, UT",2012,47,315809,14.9
"Davis County, UT",2014,45,329692,13.6
"Davis County, UT",2015,44,336043,13.1
"Davis County, UT",2013,41,322094,12.7
"Davis County, UT",2017,36,347637,10.4
"Davis County, UT",2016,35,342281,10.2
"Dawson County, GA",2015,25,23312,107.2
"De Kalb County, IN",2014,35,42383,82.6
"De Kalb County, IN",2012,28,42321,66.2
"De Kalb County, IN",2016,27,42746,63.2
"De Kalb County, IN",2015,25,42589,58.7
"De Kalb County, IN",2017,24,42836,56.0
"De Kalb County, IN",2013,21,42307,49.6
"De Soto Parish, LA",2016,23,27149,84.7
"De Soto Parish, LA",2015,21,27052,77.6
"Dearborn County, IN",2015,44,49455,89.0
"Dearborn County, IN",2013,43,49904,86.2
"Dearborn County, IN",2012,37,49831,74.3
"Dearborn County, IN",2017,36,49741,72.4
"Dearborn County, IN",2014,35,49506,70.7
"Dearborn County, IN",2016,25,49331,50.7
"Decatur County, IN",2013,20,26277,76.1
"Decatur County, TN",2014,21,11666,180.0
"Defiance County, OH",2012,30,38677,77.6
"Defiance County, OH",2016,28,38158,73.4
"Defiance County, OH",2015,28,38352,73.0
"Defiance County, OH",2014,26,38510,67.5
"Defiance County, OH",2017,25,38156,65.5
"Defiance County, OH",2013,20,38532,51.9
"DeKalb County, AL",2016,53,70900,74.8
"DeKalb County, AL",2015,52,71130,73.1
"DeKalb County, AL",2013,51,71013,71.8
"DeKalb County, AL",2014,47,71065,66.1
"DeKalb County, AL",2017,43,71617,60.0
"DeKalb County, AL",2012,33,71080,46.4
"DeKalb County, GA",2013,248,713340,34.8
"DeKalb County, GA",2012,213,707089,30.1
"DeKalb County, GA",2014,204,722161,28.2
"DeKalb County, GA",2015,189,734871,25.7
"DeKalb County, GA",2017,190,753253,25.2
"DeKalb County, GA",2016,176,740321,23.8
"DeKalb County, IL",2012,53,104704,50.6
"DeKalb County, IL",2016,51,104528,48.8
"DeKalb County, IL",2014,46,105462,43.6
"DeKalb County, IL",2015,42,104352,40.2
"DeKalb County, IL",2017,40,104733,38.2
"DeKalb County, IL",2013,30,104741,28.6
"DeKalb County, TN",2015,23,19182,119.9
"Del Norte County, CA",2012,20,28290,70.7
"Delaware County, IN",2016,89,115603,77.0
"Delaware County, IN",2014,89,117074,76.0
"Delaware County, IN",2012,78,117364,66.5
"Delaware County, IN",2015,77,116852,65.9
"Delaware County, IN",2013,66,117484,56.2
"Delaware County, IN",2017,56,115184,48.6
"Delaware County, NY",2012,46,47276,97.3
"Delaware County, NY",2016,40,45523,87.9
"Delaware County, NY",2014,39,46581,83.7
"Delaware County, NY",2013,35,46722,74.9
"Delaware County, NY",2017,29,45001,64.4
"Delaware County, NY",2015,28,46053,60.8
"Delaware County, OH",2012,70,181061,38.7
"Delaware County, OH",2014,73,189113,38.6
"Delaware County, OH",2013,68,184979,36.8
"Delaware County, OH",2016,66,196463,33.6
"Delaware County, OH",2017,55,200464,27.4
"Delaware County, OH",2015,50,193013,25.9
"Delaware County, OK",2015,41,41459,98.9
"Delaware County, OK",2014,39,41446,94.1
"Delaware County, OK",2016,36,41598,86.5
"Delaware County, OK",2013,32,41377,77.3
"Delaware County, OK",2012,31,41441,74.8
"Delaware County, OK",2017,31,42602,72.8
"Delaware County, PA",2012,342,561098,61.0
"Delaware County, PA",2013,335,561973,59.6
"Delaware County, PA",2014,325,562960,57.7
"Delaware County, PA",2016,311,563402,55.2
"Delaware County, PA",2015,304,563894,53.9
"Delaware County, PA",2017,281,564696,49.8
"Delta County, CO",2012,23,30432,75.6
"Delta County, CO",2017,21,30568,68.7
"Delta County, MI",2017,37,35965,102.9
"Delta County, MI",2016,29,36202,80.1
"Delta County, MI",2015,26,36377,71.5
"Delta County, MI",2014,24,36559,65.6
"Delta County, MI",2013,23,36905,62.3
"Delta County, MI",2012,21,36884,56.9
"Dent County, MO",2015,25,15593,160.3
"Denton County, TX",2016,194,806180,24.1
"Denton County, TX",2012,170,707304,24.0
"Denton County, TX",2015,182,780612,23.3
"Denton County, TX",2014,173,753363,23.0
"Denton County, TX",2017,192,836210,23.0
"Denton County, TX",2013,158,728799,21.7
"Denver County, CO",2012,202,634265,31.8
"Denver County, CO",2014,196,663862,29.5
"Denver County, CO",2013,178,649495,27.4
"Denver County, CO",2016,190,693060,27.4
"Denver County, CO",2015,168,682545,24.6
"Denver County, CO",2017,168,704621,23.8
"Des Moines County, IA",2013,43,40480,106.2
"Des Moines County, IA",2016,39,39739,98.1
"Des Moines County, IA",2012,32,40340,79.3
"Des Moines County, IA",2015,31,40055,77.4
"Des Moines County, IA",2014,28,40255,69.6
"Des Moines County, IA",2017,23,39417,58.4
"Deschutes County, OR",2012,94,162277,57.9
"Deschutes County, OR",2014,77,170388,45.2
"Deschutes County, OR",2015,71,175268,40.5
"Deschutes County, OR",2013,65,165954,39.2
"Deschutes County, OR",2017,71,186875,38.0
"Deschutes County, OR",2016,55,181307,30.3
"DeSoto County, FL",2015,28,35458,79.0
"DeSoto County, FL",2017,27,36862,73.2
"DeSoto County, FL",2016,22,35800,61.5
"DeSoto County, MS",2014,128,170913,74.9
"DeSoto County, MS",2015,102,173323,58.8
"DeSoto County, MS",2013,95,168240,56.5
"DeSoto County, MS",2012,93,166234,55.9
"DeSoto County, MS",2016,94,175611,53.5
"DeSoto County, MS",2017,95,178751,53.1
"DeWitt County, TX",2017,20,20226,98.9
"Dickenson County, VA",2015,20,15115,132.3
"Dickinson County, IA",2015,21,17111,122.7
"Dickinson County, KS",2014,22,19394,113.4
"Dickinson County, KS",2012,22,19762,111.3
"Dickinson County, MI",2013,23,26098,88.1
"Dickinson County, MI",2015,21,25788,81.4
"Dickinson County, MI",2014,20,25957,77.1
"Dickson County, TN",2016,46,52170,88.2
"Dickson County, TN",2013,41,50266,81.6
"Dickson County, TN",2012,40,50381,79.4
"Dickson County, TN",2014,40,50575,79.1
"Dickson County, TN",2017,38,52853,71.9
"Dickson County, TN",2015,35,51487,68.0
"Dillon County, SC",2012,35,31446,111.3
"Dillon County, SC",2013,26,31229,83.3
"Dillon County, SC",2016,22,30858,71.3
"Dillon County, SC",2017,21,30666,68.5
"Dillon County, SC",2015,20,31234,64.0
"Dinwiddie County, VA",2013,24,27904,86.0
"District of Columbia, DC",2013,259,646449,40.1
"District of Columbia, DC",2012,242,632323,38.3
"District of Columbia, DC",2014,244,658893,37.0
"District of Columbia, DC",2015,205,672228,30.5
"District of Columbia, DC",2017,203,693972,29.3
"District of Columbia, DC",2016,186,681170,27.3
"Dixie County, FL",2013,26,15940,163.1
"Dixie County, FL",2015,22,16203,135.8
"Dixie County, FL",2012,20,16126,124.0
"Dodge County, NE",2017,33,36707,89.9
"Dodge County, NE",2014,29,36744,78.9
"Dodge County, NE",2016,28,36757,76.2
"Dodge County, NE",2013,26,36515,71.2
"Dodge County, NE",2015,25,36706,68.1
"Dodge County, NE",2012,24,36427,65.9
"Dodge County, WI",2016,55,88068,62.5
"Dodge County, WI",2017,47,87786,53.5
"Dodge County, WI",2013,47,88344,53.2
"Dodge County, WI",2012,45,88415,50.9
"Dodge County, WI",2015,40,88502,45.2
"Dodge County, WI",2014,37,88574,41.8
"Dona Ana County, NM",2014,81,213676,37.9
"Dona Ana County, NM",2013,80,213460,37.5
"Dona Ana County, NM",2012,79,214445,36.8
"Dona Ana County, NM",2015,72,214295,33.6
"Dona Ana County, NM",2016,67,214207,31.3
"Dona Ana County, NM",2017,55,215579,25.5
"Door County, WI",2014,25,27766,90.0
"Door County, WI",2012,22,27817,79.1
"Dorchester County, MD",2012,30,32551,92.2
"Dorchester County, MD",2014,30,32578,92.1
"Dorchester County, MD",2013,29,32660,88.8
"Dorchester County, MD",2017,26,32162,80.8
"Dorchester County, MD",2015,21,32384,64.8
"Dorchester County, MD",2016,20,32258,62.0
"Dorchester County, SC",2016,76,153773,49.4
"Dorchester County, SC",2012,65,142496,45.6
"Dorchester County, SC",2017,69,156456,44.1
"Dorchester County, SC",2015,66,152478,43.3
"Dorchester County, SC",2014,64,148469,43.1
"Dorchester County, SC",2013,58,145397,39.9
"Dougherty County, GA",2013,69,92969,74.2
"Dougherty County, GA",2012,68,94501,72.0
"Dougherty County, GA",2015,61,91332,66.8
"Dougherty County, GA",2016,48,90017,53.3
"Dougherty County, GA",2017,47,89502,52.5
"Dougherty County, GA",2014,45,92407,48.7
"Douglas County, CO",2015,66,322387,20.5
"Douglas County, CO",2017,61,335299,18.2
"Douglas County, CO",2014,56,314638,17.8
"Douglas County, CO",2016,55,328632,16.7
"Douglas County, CO",2012,43,298215,14.4
"Douglas County, CO",2013,39,305963,12.7
"Douglas County, GA",2014,69,138776,49.7
"Douglas County, GA",2012,62,133971,46.3
"Douglas County, GA",2013,62,136379,45.5
"Douglas County, GA",2017,55,143882,38.2
"Douglas County, GA",2015,52,140733,36.9
"Douglas County, GA",2016,50,142224,35.2
"Douglas County, KS",2014,54,116585,46.3
"Douglas County, KS",2015,45,118053,38.1
"Douglas County, KS",2013,40,114322,35.0
"Douglas County, KS",2012,36,112864,31.9
"Douglas County, KS",2016,31,119440,26.0
"Douglas County, KS",2017,30,120793,24.8
"Douglas County, MN",2016,31,37456,82.8
"Douglas County, MN",2012,29,36415,79.6
"Douglas County, MN",2015,24,37075,64.7
"Douglas County, MN",2014,23,36790,62.5
"Douglas County, NE",2012,253,531265,47.6
"Douglas County, NE",2013,253,537256,47.1
"Douglas County, NE",2015,251,550064,45.6
"Douglas County, NE",2014,223,543244,41.0
"Douglas County, NE",2016,212,554995,38.2
"Douglas County, NE",2017,212,561620,37.7
"Douglas County, NV",2013,40,47118,84.9
"Douglas County, NV",2014,29,47536,61.0
"Douglas County, NV",2015,29,47710,60.8
"Douglas County, NV",2012,21,46996,44.7
"Douglas County, OR",2012,120,107164,112.0
"Douglas County, OR",2015,102,107685,94.7
"Douglas County, OR",2014,96,106972,89.7
"Douglas County, OR",2013,93,106940,87.0
"Douglas County, OR",2017,95,109405,86.8
"Douglas County, OR",2016,92,108457,84.8
"Douglas County, WA",2015,20,40534,49.3
"Douglas County, WI",2012,39,43785,89.1
"Douglas County, WI",2016,32,43509,73.5
"Douglas County, WI",2017,30,43284,69.3
"Douglas County, WI",2013,30,43887,68.4
"Douglas County, WI",2014,28,43698,64.1
"Douglas County, WI",2015,25,43601,57.3
"Dubois County, IN",2012,22,42071,52.3
"Dubois County, IN",2015,22,42461,51.8
"Dubois County, IN",2013,21,42361,49.6
"Dubuque County, IA",2014,61,96370,63.3
"Dubuque County, IA",2013,60,95697,62.7
"Dubuque County, IA",2012,52,95097,54.7
"Dubuque County, IA",2015,48,97125,49.4
"Dubuque County, IA",2016,44,97003,45.4
"Dubuque County, IA",2017,44,97041,45.3
"Dunklin County, MO",2014,46,31344,146.8
"Dunklin County, MO",2013,43,31712,135.6
"Dunklin County, MO",2015,41,30895,132.7
"Dunklin County, MO",2017,37,30119,122.8
"Dunklin County, MO",2012,31,31826,97.4
"Dunklin County, MO",2016,27,30535,88.4
"Dunn County, WI",2014,20,44305,45.1
"Dunn County, WI",2017,20,44693,44.7
"DuPage County, IL",2012,366,927987,39.4
"DuPage County, IL",2017,361,930128,38.8
"DuPage County, IL",2014,352,932708,37.7
"DuPage County, IL",2013,347,932126,37.2
"DuPage County, IL",2016,346,929368,37.2
"DuPage County, IL",2015,320,933736,34.3
"Duplin County, NC",2015,46,59159,77.8
"Duplin County, NC",2017,41,59039,69.4
"Duplin County, NC",2013,41,60084,68.2
"Duplin County, NC",2014,35,59882,58.4
"Duplin County, NC",2012,33,60033,55.0
"Duplin County, NC",2016,31,58969,52.6
"Durham County, NC",2012,116,279641,41.5
"Durham County, NC",2014,107,294460,36.3
"Durham County, NC",2013,98,288133,34.0
"Durham County, NC",2017,105,311640,33.7
"Durham County, NC",2016,99,306212,32.3
"Durham County, NC",2015,92,300952,30.6
"Dutchess County, NY",2012,160,297322,53.8
"Dutchess County, NY",2014,148,296579,49.9
"Dutchess County, NY",2016,145,294473,49.2
"Dutchess County, NY",2013,138,296916,46.5
"Dutchess County, NY",2015,133,295754,45.0
"Dutchess County, NY",2017,130,295568,44.0
"Duval County, FL",2012,463,879602,52.6
"Duval County, FL",2014,470,897698,52.4
"Duval County, FL",2015,469,913010,51.4
"Duval County, FL",2017,477,937934,50.9
"Duval County, FL",2013,442,885855,49.9
"Duval County, FL",2016,420,926255,45.3
"Dyer County, TN",2016,46,37708,122.0
"Dyer County, TN",2013,33,38213,86.4
"Dyer County, TN",2012,31,38255,81.0
"Dyer County, TN",2017,28,37463,74.7
"Dyer County, TN",2014,27,37935,71.2
"Dyer County, TN",2015,25,37893,66.0
"East Baton Rouge Parish, LA",2012,223,444526,50.2
"East Baton Rouge Parish, LA",2017,190,446268,42.6
"East Baton Rouge Parish, LA",2014,187,446042,41.9
"East Baton Rouge Parish, LA",2013,185,445227,41.6
"East Baton Rouge Parish, LA",2016,183,447037,40.9
"East Baton Rouge Parish, LA",2015,165,446753,36.9
"East Feliciana Parish, LA",2015,21,19696,106.6
"Eaton County, MI",2012,75,108008,69.4
"Eaton County, MI",2017,71,109027,65.1
"Eaton County, MI",2016,68,109160,62.3
"Eaton County, MI",2015,53,108801,48.7
"Eaton County, MI",2013,52,108348,48.0
"Eaton County, MI",2014,45,108579,41.4
"Eau Claire County, WI",2015,59,102105,57.8
"Eau Claire County, WI",2013,49,101438,48.3
"Eau Claire County, WI",2014,47,101564,46.3
"Eau Claire County, WI",2016,45,102965,43.7
"Eau Claire County, WI",2012,41,100677,40.7
"Eau Claire County, WI",2017,42,103671,40.5
"Ector County, TX",2012,68,144325,47.1
"Ector County, TX",2017,62,157087,39.5
"Ector County, TX",2014,59,153904,38.3
"Ector County, TX",2015,59,159436,37.0
"Ector County, TX",2013,52,149378,34.8
"Ector County, TX",2016,44,157462,27.9
"Eddy County, NM",2014,32,56395,56.7
"Eddy County, NM",2016,29,57621,50.3
"Eddy County, NM",2012,25,54419,45.9
"Eddy County, NM",2017,23,56997,40.4
"Eddy County, NM",2015,21,57578,36.5
"Edgar County, IL",2013,26,17960,144.8
"Edgecombe County, NC",2013,43,55574,77.4
"Edgecombe County, NC",2015,37,54150,68.3
"Edgecombe County, NC",2014,37,54933,67.4
"Edgecombe County, NC",2017,32,52747,60.7
"Edgecombe County, NC",2016,31,53318,58.1
"Edgecombe County, NC",2012,29,55954,51.8
"Edmonson County, KY",2012,20,12071,165.7
"Effingham County, GA",2012,39,53293,73.2
"Effingham County, GA",2013,30,54456,55.1
"Effingham County, GA",2015,30,57106,52.5
"Effingham County, GA",2016,29,58712,49.4
"Effingham County, GA",2017,29,59982,48.3
"Effingham County, GA",2014,25,55423,45.1
"Effingham County, IL",2012,23,34353,67.0
"Effingham County, IL",2014,22,34320,64.1
"El Dorado County, CA",2015,95,184452,51.5
"El Dorado County, CA",2014,90,183087,49.2
"El Dorado County, CA",2013,81,181737,44.6
"El Dorado County, CA",2016,82,185625,44.2
"El Dorado County, CA",2017,77,188987,40.7
"El Dorado County, CA",2012,71,180561,39.3
"El Paso County, CO",2012,203,644964,31.5
"El Paso County, CO",2014,192,663519,28.9
"El Paso County, CO",2013,184,655044,28.1
"El Paso County, CO",2017,192,699232,27.5
"El Paso County, CO",2016,176,688284,25.6
"El Paso County, CO",2015,172,674471,25.5
"El Paso County, TX",2015,173,835593,20.7
"El Paso County, TX",2014,166,833487,19.9
"El Paso County, TX",2012,162,827398,19.6
"El Paso County, TX",2013,162,827718,19.6
"El Paso County, TX",2017,161,840410,19.2
"El Paso County, TX",2016,153,837918,18.3
"Elbert County, GA",2017,25,19109,130.8
"Elbert County, GA",2012,22,19684,111.8
"Elk County, PA",2012,27,31550,85.6
"Elk County, PA",2016,22,30480,72.2
"Elk County, PA",2014,21,31194,67.3
"Elk County, PA",2013,20,31479,63.5
"Elkhart County, IN",2013,102,200563,50.9
"Elkhart County, IN",2017,103,205032,50.2
"Elkhart County, IN",2014,91,201971,45.1
"Elkhart County, IN",2016,90,203781,44.2
"Elkhart County, IN",2012,88,199619,44.1
"Elkhart County, IN",2015,82,203474,40.3
"Elko County, NV",2014,22,52766,41.7
"Ellis County, KS",2012,20,29053,68.8
"Ellis County, TX",2012,76,153969,49.4
"Ellis County, TX",2013,74,155976,47.4
"Ellis County, TX",2017,72,173620,41.5
"Ellis County, TX",2014,62,159317,38.9
"Ellis County, TX",2015,61,163632,37.3
"Ellis County, TX",2016,55,168499,32.6
"Elmore County, AL",2012,60,80629,74.4
"Elmore County, AL",2013,54,80902,66.7
"Elmore County, AL",2014,53,80977,65.5
"Elmore County, AL",2016,52,81799,63.6
"Elmore County, AL",2015,43,81468,52.8
"Elmore County, AL",2017,37,81677,45.3
"Emanuel County, GA",2015,24,22708,105.7
"Emanuel County, GA",2012,20,22898,87.3
"Emmet County, MI",2017,27,33193,81.3
"Emmet County, MI",2013,26,33140,78.5
"Emmet County, MI",2014,24,33204,72.3
"Emmet County, MI",2015,23,33161,69.4
"Emmet County, MI",2016,22,33182,66.3
"Erath County, TX",2016,24,41659,57.6
"Erie County, NY",2013,662,919866,72.0
"Erie County, NY",2012,645,919086,70.2
"Erie County, NY",2014,614,922835,66.5
"Erie County, NY",2015,585,922578,63.4
"Erie County, NY",2017,519,925528,56.1
"Erie County, NY",2016,501,921046,54.4
"Erie County, OH",2013,64,76048,84.2
"Erie County, OH",2012,63,76398,82.5
"Erie County, OH",2014,56,75828,73.9
"Erie County, OH",2016,53,75107,70.6
"Erie County, OH",2017,52,74817,69.5
"Erie County, OH",2015,45,75550,59.6
"Erie County, PA",2017,191,274541,69.6
"Erie County, PA",2014,184,278443,66.1
"Erie County, PA",2012,178,280646,63.4
"Erie County, PA",2016,167,276207,60.5
"Erie County, PA",2015,164,278045,59.0
"Erie County, PA",2013,155,280294,55.3
"Escambia County, AL",2017,33,37447,88.1
"Escambia County, AL",2016,32,37728,84.8
"Escambia County, AL",2012,32,37994,84.2
"Escambia County, AL",2014,31,37733,82.2
"Escambia County, AL",2013,28,37983,73.7
"Escambia County, AL",2015,22,37789,58.2
"Escambia County, FL",2015,242,311003,77.8
"Escambia County, FL",2012,223,302715,73.7
"Escambia County, FL",2013,206,305817,67.4
"Escambia County, FL",2014,202,310659,65.0
"Escambia County, FL",2016,201,315187,63.8
"Escambia County, FL",2017,178,313512,56.8
"Essex County, MA",2012,391,755618,51.7
"Essex County, MA",2014,382,769091,49.7
"Essex County, MA",2013,377,762550,49.4
"Essex County, MA",2015,370,776043,47.7
"Essex County, MA",2017,353,785205,45.0
"Essex County, MA",2016,337,779018,43.3
"Essex County, NJ",2013,297,789565,37.6
"Essex County, NJ",2014,297,795723,37.3
"Essex County, NJ",2012,270,787744,34.3
"Essex County, NJ",2017,267,808285,33.0
"Essex County, NJ",2015,260,797434,32.6
"Essex County, NJ",2016,245,796914,30.7
"Essex County, NY",2016,33,38102,86.6
"Essex County, NY",2015,33,38478,85.8
"Essex County, NY",2012,33,38961,84.7
"Essex County, NY",2013,29,38762,74.8
"Essex County, NY",2017,21,37956,55.3
"Essex County, NY",2014,21,38679,54.3
"Estill County, KY",2014,25,14447,173.0
"Etowah County, AL",2014,92,103531,88.9
"Etowah County, AL",2012,91,104392,87.2
"Etowah County, AL",2013,90,103931,86.6
"Etowah County, AL",2016,83,102564,80.9
"Etowah County, AL",2015,78,103057,75.7
"Etowah County, AL",2017,76,102755,74.0
"Evangeline Parish, LA",2017,30,33708,89.0
"Evangeline Parish, LA",2012,28,33710,83.1
"Evangeline Parish, LA",2015,27,33743,80.0
"Evangeline Parish, LA",2013,24,33578,71.5
"Evangeline Parish, LA",2016,22,33709,65.3
"Evangeline Parish, LA",2014,20,33700,59.3
"Fairbanks North Star Borough, AK",2013,40,100436,39.8
"Fairbanks North Star Borough, AK",2015,32,99631,32.1
"Fairbanks North Star Borough, AK",2012,31,100272,30.9
"Fairbanks North Star Borough, AK",2014,23,99357,23.1
"Fairbanks North Star Borough, AK",2017,21,99703,21.1
"Fairbanks North Star Borough, AK",2016,21,100605,20.9
"Fairfax County, VA",2015,271,1142234,23.7
"Fairfax County, VA",2012,260,1118602,23.2
"Fairfax County, VA",2014,248,1137538,21.8
"Fairfax County, VA",2016,245,1138652,21.5
"Fairfax County, VA",2017,240,1148433,20.9
"Fairfax County, VA",2013,213,1130924,18.8
"Fairfield County, CT",2013,370,939904,39.4
"Fairfield County, CT",2012,343,933835,36.7
"Fairfield County, CT",2014,344,945438,36.4
"Fairfield County, CT",2015,321,948053,33.9
"Fairfield County, CT",2017,312,949921,32.8
"Fairfield County, CT",2016,309,944177,32.7
"Fairfield County, OH",2013,90,148867,60.5
"Fairfield County, OH",2014,86,150381,57.2
"Fairfield County, OH",2015,86,151408,56.8
"Fairfield County, OH",2017,83,154733,53.6
"Fairfield County, OH",2012,74,147474,50.2
"Fairfield County, OH",2016,69,152597,45.2
"Fairfield County, SC",2014,25,22976,108.8
"Fannin County, GA",2013,23,23760,96.8
"Fannin County, GA",2014,22,23753,92.6
"Fannin County, GA",2012,20,23492,85.1
"Fannin County, GA",2016,21,24900,84.3
"Fannin County, TX",2012,42,33831,124.1
"Fannin County, TX",2015,33,33693,97.9
"Fannin County, TX",2014,29,33752,85.9
"Fannin County, TX",2016,25,34031,73.5
"Fannin County, TX",2017,23,34446,66.8
"Faulkner County, AR",2013,73,119580,61.0
"Faulkner County, AR",2015,71,121552,58.4
"Faulkner County, AR",2012,61,118704,51.4
"Faulkner County, AR",2014,57,120768,47.2
