Notes,State,State Code,Year,Year Code,Sex,Sex Code,Race,Race Code,Age Group,Age Group Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error
,Missouri,29,2011,2011,Male,M,Black or African American,2054-5,70-74 years,70-74,21,6248,336.1,208.1,513.8,73.3
,Missouri,29,2011,2011,Male,M,Black or African American,2054-5,75-79 years,75-79,25,4423,565.2,365.8,834.4,113
,Missouri,29,2011,2011,Male,M,Black or African American,2054-5,80-84 years,80-84,20,2755,726,443.4,1121.2,162.3
,Missouri,29,2011,2011,Male,M,White,2106-3,45-49 years,45-49,50,182307,27.4,20.4,36.2,3.9
,Missouri,29,2011,2011,Male,M,White,2106-3,50-54 years,50-54,98,193568,50.6,41.1,61.7,5.1
,Missouri,29,2011,2011,Male,M,White,2106-3,55-59 years,55-59,161,172407,93.4,79.5,109,7.4
,Missouri,29,2011,2011,Male,M,White,2106-3,60-64 years ,60-64,244,152158,160.4,140.9,181.8,10.3
,Missouri,29,2011,2011,Male,M,White,2106-3,65-69 years,65-69,307,111998,274.1,244.3,306.6,15.6
,Missouri,29,2011,2011,Male,M,White,2106-3,70-74 years,70-74,337,83889,401.7,360,447,21.9
,Missouri,29,2011,2011,Male,M,White,2106-3,75-79 years,75-79,309,63187,489,436,546.7,27.8
,Missouri,29,2011,2011,Male,M,White,2106-3,80-84 years,80-84,230,44704,514.5,450.1,585.5,33.9
,Missouri,29,2011,2011,Male,M,White,2106-3,85+ years,85+,182,35161,517.6,445.1,598.5,38.4
,Missouri,29,2012,2012,Female,F,Black or African American,2054-5,50-54 years,50-54,16,25966,61.6,35.2,100.1,15.4
,Missouri,29,2012,2012,Female,F,Black or African American,2054-5,55-59 years,55-59,24,22961,104.5,67,155.5,21.3
,Missouri,29,2012,2012,Female,F,Black or African American,2054-5,60-64 years ,60-64,23,18430,124.8,79.1,187.3,26
,Missouri,29,2012,2012,Female,F,Black or African American,2054-5,65-69 years,65-69,16,12804,125,71.4,202.9,31.2
,Missouri,29,2012,2012,Female,F,Black or African American,2054-5,70-74 years,70-74,25,9503,263.1,170.2,388.3,52.6
,Missouri,29,2012,2012,Female,F,Black or African American,2054-5,75-79 years,75-79,17,7321,232.2,135.3,371.8,56.3
,Missouri,29,2012,2012,Female,F,Black or African American,2054-5,80-84 years,80-84,20,5289,378.1,231,584,84.6
,Missouri,29,2012,2012,Female,F,White,2106-3,45-49 years,45-49,33,175349,18.8,13,26.4,3.3
,Missouri,29,2012,2012,Female,F,White,2106-3,50-54 years,50-54,78,196601,39.7,31.4,49.5,4.5
,Missouri,29,2012,2012,Female,F,White,2106-3,55-59 years,55-59,131,184193,71.1,59.5,84.4,6.2
,Missouri,29,2012,2012,Female,F,White,2106-3,60-64 years ,60-64,175,161932,108.1,92.7,125.3,8.2
,Missouri,29,2012,2012,Female,F,White,2106-3,65-69 years,65-69,228,132493,172.1,150.5,195.9,11.4
,Missouri,29,2012,2012,Female,F,White,2106-3,70-74 years,70-74,256,100700,254.2,224,287.3,15.9
,Missouri,29,2012,2012,Female,F,White,2106-3,75-79 years,75-79,251,79191,317,279,358.7,20
,Missouri,29,2012,2012,Female,F,White,2106-3,80-84 years,80-84,216,65045,332.1,289.3,379.4,22.6
,Missouri,29,2012,2012,Female,F,White,2106-3,85+ years,85+,211,74990,281.4,244.7,322,19.4
,Missouri,29,2012,2012,Male,M,Black or African American,2054-5,50-54 years,50-54,23,22807,100.8,63.9,151.3,21
,Missouri,29,2012,2012,Male,M,Black or African American,2054-5,55-59 years,55-59,25,19257,129.8,84,191.6,26
,Missouri,29,2012,2012,Male,M,Black or African American,2054-5,60-64 years ,60-64,33,14206,232.3,159.9,326.2,40.4
,Missouri,29,2012,2012,Male,M,Black or African American,2054-5,65-69 years,65-69,34,9661,351.9,243.7,491.8,60.4
,Missouri,29,2012,2012,Male,M,Black or African American,2054-5,70-74 years,70-74,31,6531,474.7,322.5,673.7,85.3
,Missouri,29,2012,2012,Male,M,Black or African American,2054-5,75-79 years,75-79,21,4536,463,286.6,707.7,101
,Missouri,29,2012,2012,Male,M,White,2106-3,45-49 years,45-49,35,174280,20.1,14,27.9,3.4
,Missouri,29,2012,2012,Male,M,White,2106-3,50-54 years,50-54,97,192976,50.3,40.8,61.3,5.1
,Missouri,29,2012,2012,Male,M,White,2106-3,55-59 years,55-59,186,176238,105.5,90.9,121.8,7.7
,Missouri,29,2012,2012,Male,M,White,2106-3,60-64 years ,60-64,262,151192,173.3,152.9,195.6,10.7
,Missouri,29,2012,2012,Male,M,White,2106-3,65-69 years,65-69,305,120332,253.5,225.8,283.6,14.5
,Missouri,29,2012,2012,Male,M,White,2106-3,70-74 years,70-74,329,87376,376.5,336.9,419.5,20.8
,Missouri,29,2012,2012,Male,M,White,2106-3,75-79 years,75-79,304,63582,478.1,425.9,535,27.4
,Missouri,29,2012,2012,Male,M,White,2106-3,80-84 years,80-84,239,45014,530.9,465.8,602.7,34.3
,Missouri,29,2012,2012,Male,M,White,2106-3,85+ years,85+,228,36685,621.5,543.4,707.6,41.2
,Missouri,29,2013,2013,Female,F,Black or African American,2054-5,55-59 years,55-59,19,23632,80.4,48.4,125.6,18.4
,Missouri,29,2013,2013,Female,F,Black or African American,2054-5,60-64 years ,60-64,28,18978,147.5,98,213.2,27.9
,Missouri,29,2013,2013,Female,F,Black or African American,2054-5,65-69 years,65-69,29,13577,213.6,143,306.8,39.7
,Missouri,29,2013,2013,Female,F,Black or African American,2054-5,70-74 years,70-74,20,9806,204,124.6,315,45.6
,Missouri,29,2013,2013,Female,F,Black or African American,2054-5,75-79 years,75-79,18,7447,241.7,143.3,382,57
,Missouri,29,2013,2013,Female,F,White,2106-3,45-49 years,45-49,40,167658,23.9,17,32.5,3.8
,Missouri,29,2013,2013,Female,F,White,2106-3,50-54 years,50-54,79,195125,40.5,32.1,50.5,4.6
,Missouri,29,2013,2013,Female,F,White,2106-3,55-59 years,55-59,133,187251,71,59.5,84.2,6.2
,Missouri,29,2013,2013,Female,F,White,2106-3,60-64 years ,60-64,176,164229,107.2,91.9,124.2,8.1
,Missouri,29,2013,2013,Female,F,White,2106-3,65-69 years,65-69,251,135868,184.7,162.6,209.1,11.7
,Missouri,29,2013,2013,Female,F,White,2106-3,70-74 years,70-74,245,105865,231.4,203.4,262.3,14.8
,Missouri,29,2013,2013,Female,F,White,2106-3,75-79 years,75-79,235,79924,294,257.6,334.1,19.2
,Missouri,29,2013,2013,Female,F,White,2106-3,80-84 years,80-84,212,64523,328.6,285.8,375.9,22.6
,Missouri,29,2013,2013,Female,F,White,2106-3,85+ years,85+,218,75919,287.1,250.3,327.9,19.4
,Missouri,29,2013,2013,Male,M,Black or African American,2054-5,50-54 years,50-54,17,22773,74.6,43.5,119.5,18.1
,Missouri,29,2013,2013,Male,M,Black or African American,2054-5,55-59 years,55-59,36,19938,180.6,126.5,250,30.1
,Missouri,29,2013,2013,Male,M,Black or African American,2054-5,60-64 years ,60-64,34,14682,231.6,160.4,323.6,39.7
,Missouri,29,2013,2013,Male,M,Black or African American,2054-5,65-69 years,65-69,38,10153,374.3,264.9,513.7,60.7
,Missouri,29,2013,2013,Male,M,Black or African American,2054-5,70-74 years,70-74,24,6857,350,224.3,520.8,71.4
,Missouri,29,2013,2013,Male,M,Black or African American,2054-5,75-79 years,75-79,19,4610,412.1,248.1,643.6,94.6
,Missouri,29,2013,2013,Male,M,Black or African American,2054-5,80-84 years,80-84,23,2924,786.6,498.6,1180.3,164
,Missouri,29,2013,2013,Male,M,White,2106-3,45-49 years,45-49,44,166759,26.4,19.2,35.4,4
,Missouri,29,2013,2013,Male,M,White,2106-3,50-54 years,50-54,112,191619,58.4,48.1,70.3,5.5
,Missouri,29,2013,2013,Male,M,White,2106-3,55-59 years,55-59,174,179525,96.9,83.1,112.4,7.3
,Missouri,29,2013,2013,Male,M,White,2106-3,60-64 years ,60-64,249,153127,162.6,143,184.1,10.3
,Missouri,29,2013,2013,Male,M,White,2106-3,65-69 years,65-69,308,123980,248.4,221.5,277.8,14.2
,Missouri,29,2013,2013,Male,M,White,2106-3,70-74 years,70-74,371,91955,403.5,363.4,446.7,20.9
,Missouri,29,2013,2013,Male,M,White,2106-3,75-79 years,75-79,293,64553,453.9,403.4,509,26.5
,Missouri,29,2013,2013,Male,M,White,2106-3,80-84 years,80-84,236,45323,520.7,456.4,591.6,33.9
,Missouri,29,2013,2013,Male,M,White,2106-3,85+ years,85+,208,37827,549.9,477.7,629.9,38.1
,Missouri,29,2014,2014,Female,F,Black or African American,2054-5,50-54 years,50-54,16,25391,63,36,102.3,15.8
,Missouri,29,2014,2014,Female,F,Black or African American,2054-5,55-59 years,55-59,27,24182,111.7,73.6,162.4,21.5
,Missouri,29,2014,2014,Female,F,Black or African American,2054-5,60-64 years ,60-64,22,19519,112.7,70.6,170.6,24
,Missouri,29,2014,2014,Female,F,Black or African American,2054-5,65-69 years,65-69,26,14452,179.9,117.5,263.6,35.3
,Missouri,29,2014,2014,Female,F,Black or African American,2054-5,70-74 years,70-74,23,10190,225.7,143.1,338.7,47.1
,Missouri,29,2014,2014,Female,F,Black or African American,2054-5,75-79 years,75-79,23,7514,306.1,194,459.3,63.8
,Missouri,29,2014,2014,Female,F,Black or African American,2054-5,80-84 years,80-84,20,5448,367.1,224.2,567,82.1
,Missouri,29,2014,2014,Female,F,Black or African American,2054-5,85+ years,85+,19,5785,328.4,197.7,512.9,75.3
,Missouri,29,2014,2014,Female,F,White,2106-3,45-49 years,45-49,33,161711,20.4,14,28.7,3.6
,Missouri,29,2014,2014,Female,F,White,2106-3,50-54 years,50-54,88,193143,45.6,36.5,56.1,4.9
,Missouri,29,2014,2014,Female,F,White,2106-3,55-59 years,55-59,142,188879,75.2,63.3,88.6,6.3
,Missouri,29,2014,2014,Female,F,White,2106-3,60-64 years ,60-64,184,167243,110,94.7,127.1,8.1
,Missouri,29,2014,2014,Female,F,White,2106-3,65-69 years,65-69,239,141025,169.5,148.7,192.4,11
,Missouri,29,2014,2014,Female,F,White,2106-3,70-74 years,70-74,258,109265,236.1,208.2,266.8,14.7
,Missouri,29,2014,2014,Female,F,White,2106-3,75-79 years,75-79,253,81387,310.9,273.7,351.6,19.5
,Missouri,29,2014,2014,Female,F,White,2106-3,80-84 years,80-84,214,64101,333.8,290.6,381.7,22.8
,Missouri,29,2014,2014,Female,F,White,2106-3,85+ years,85+,213,77009,276.6,240.7,316.3,19
,Missouri,29,2014,2014,Male,M,Black or African American,2054-5,50-54 years,50-54,17,22531,75.5,44,120.8,18.3
,Missouri,29,2014,2014,Male,M,Black or African American,2054-5,55-59 years,55-59,27,20465,131.9,86.9,192,25.4
,Missouri,29,2014,2014,Male,M,Black or African American,2054-5,60-64 years ,60-64,37,15295,241.9,170.3,333.4,39.8
,Missouri,29,2014,2014,Male,M,Black or African American,2054-5,65-69 years,65-69,32,10669,299.9,205.2,423.4,53
,Missouri,29,2014,2014,Male,M,Black or African American,2054-5,70-74 years,70-74,40,7215,554.4,396.1,754.9,87.7
,Missouri,29,2014,2014,Male,M,Black or African American,2054-5,75-79 years,75-79,26,4655,558.5,364.9,818.4,109.5
,Missouri,29,2014,2014,Male,M,Black or African American,2054-5,80-84 years,80-84,20,2997,667.3,407.6,1030.6,149.2
,Missouri,29,2014,2014,Male,M,White,2106-3,45-49 years,45-49,27,161058,16.8,11,24.4,3.2
,Missouri,29,2014,2014,Male,M,White,2106-3,50-54 years,50-54,92,189303,48.6,39.2,59.6,5.1
,Missouri,29,2014,2014,Male,M,White,2106-3,55-59 years,55-59,181,181861,99.5,85.6,115.1,7.4
,Missouri,29,2014,2014,Male,M,White,2106-3,60-64 years ,60-64,251,155970,160.9,141.6,182.1,10.2
,Missouri,29,2014,2014,Male,M,White,2106-3,65-69 years,65-69,265,128659,206,181.9,232.3,12.7
,Missouri,29,2014,2014,Male,M,White,2106-3,70-74 years,70-74,372,95042,391.4,352.6,433.3,20.3
,Missouri,29,2014,2014,Male,M,White,2106-3,75-79 years,75-79,322,66262,485.9,434.3,542,27.1
,Missouri,29,2014,2014,Male,M,White,2106-3,80-84 years,80-84,223,45518,489.9,427.7,558.6,32.8
,Missouri,29,2014,2014,Male,M,White,2106-3,85+ years,85+,195,38951,500.6,432.8,576,35.9
,Missouri,29,2015,2015,Female,F,Black or African American,2054-5,55-59 years,55-59,25,24703,101.2,65.5,149.4,20.2
,Missouri,29,2015,2015,Female,F,Black or African American,2054-5,60-64 years ,60-64,18,20125,89.4,53,141.4,21.1
,Missouri,29,2015,2015,Female,F,Black or African American,2054-5,65-69 years,65-69,27,15314,176.3,116.2,256.5,33.9
,Missouri,29,2015,2015,Female,F,Black or African American,2054-5,70-74 years,70-74,21,10585,198.4,122.8,303.3,43.3
,Missouri,29,2015,2015,Female,F,Black or African American,2054-5,75-79 years,75-79,24,7633,314.4,201.5,467.8,64.2
,Missouri,29,2015,2015,Female,F,Black or African American,2054-5,85+ years,85+,18,5956,302.2,179.1,477.6,71.2
,Missouri,29,2015,2015,Female,F,White,2106-3,45-49 years,45-49,28,159245,17.6,11.7,25.4,3.3
,Missouri,29,2015,2015,Female,F,White,2106-3,50-54 years,50-54,82,188253,43.6,34.6,54.1,4.8
,Missouri,29,2015,2015,Female,F,White,2106-3,55-59 years,55-59,146,190703,76.6,64.6,90,6.3
,Missouri,29,2015,2015,Female,F,White,2106-3,60-64 years ,60-64,188,171014,109.9,94.8,126.8,8
,Missouri,29,2015,2015,Female,F,White,2106-3,65-69 years,65-69,235,146670,160.2,140.4,182.1,10.5
,Missouri,29,2015,2015,Female,F,White,2106-3,70-74 years,70-74,262,111302,235.4,207.8,265.7,14.5
,Missouri,29,2015,2015,Female,F,White,2106-3,75-79 years,75-79,231,82684,279.4,244.5,317.8,18.4
,Missouri,29,2015,2015,Female,F,White,2106-3,80-84 years,80-84,230,63860,360.2,315.1,409.8,23.7
,Missouri,29,2015,2015,Female,F,White,2106-3,85+ years,85+,181,77492,233.6,200.8,270.2,17.4
,Missouri,29,2015,2015,Male,M,Black or African American,2054-5,50-54 years,50-54,17,22050,77.1,44.9,123.4,18.7
,Missouri,29,2015,2015,Male,M,Black or African American,2054-5,55-59 years,55-59,32,21027,152.2,104.1,214.8,26.9
,Missouri,29,2015,2015,Male,M,Black or African American,2054-5,60-64 years ,60-64,23,16010,143.7,91.1,215.6,30
,Missouri,29,2015,2015,Male,M,Black or African American,2054-5,65-69 years,65-69,40,11256,355.4,253.9,483.9,56.2
,Missouri,29,2015,2015,Male,M,Black or African American,2054-5,70-74 years,70-74,36,7503,479.8,336.1,664.3,80
,Missouri,29,2015,2015,Male,M,Black or African American,2054-5,75-79 years,75-79,28,4715,593.8,394.6,858.3,112.2
,Missouri,29,2015,2015,Male,M,Black or African American,2054-5,80-84 years,80-84,20,3067,652.1,398.3,1007.1,145.8
,Missouri,29,2015,2015,Male,M,White,2106-3,45-49 years,45-49,28,158730,17.6,11.7,25.5,3.3
,Missouri,29,2015,2015,Male,M,White,2106-3,50-54 years,50-54,74,184754,40.1,31.5,50.3,4.7
,Missouri,29,2015,2015,Male,M,White,2106-3,55-59 years,55-59,184,183922,100,86.1,115.6,7.4
,Missouri,29,2015,2015,Male,M,White,2106-3,60-64 years ,60-64,231,159571,144.8,126.7,164.7,9.5
,Missouri,29,2015,2015,Male,M,White,2106-3,65-69 years,65-69,317,133665,237.2,211.8,264.8,13.3
,Missouri,29,2015,2015,Male,M,White,2106-3,70-74 years,70-74,322,97178,331.4,296.1,369.6,18.5
,Missouri,29,2015,2015,Male,M,White,2106-3,75-79 years,75-79,270,67388,400.7,354.3,451.4,24.4
,Missouri,29,2015,2015,Male,M,White,2106-3,80-84 years,80-84,237,46020,515,451.5,584.9,33.5
,Missouri,29,2015,2015,Male,M,White,2106-3,85+ years,85+,195,39784,490.1,423.8,564,35.1
,Montana,30,2007,2007,Female,F,White,2106-3,60-64 years ,60-64,27,25149,107.4,70.8,156.2,20.7
,Montana,30,2007,2007,Female,F,White,2106-3,65-69 years,65-69,27,19267,140.1,92.3,203.9,27
,Montana,30,2007,2007,Female,F,White,2106-3,70-74 years,70-74,40,15361,260.4,186,354.6,41.2
,Montana,30,2007,2007,Female,F,White,2106-3,75-79 years,75-79,48,13646,351.8,259.4,466.4,50.8
,Montana,30,2007,2007,Female,F,White,2106-3,80-84 years,80-84,44,11137,395.1,287.1,530.4,59.6
,Montana,30,2007,2007,Female,F,White,2106-3,85+ years,85+,34,12122,280.5,194.2,391.9,48.1
,Montana,30,2007,2007,Male,M,White,2106-3,55-59 years,55-59,19,33812,56.2,33.8,87.8,12.9
,Montana,30,2007,2007,Male,M,White,2106-3,60-64 years ,60-64,31,26248,118.1,80.2,167.6,21.2
,Montana,30,2007,2007,Male,M,White,2106-3,65-69 years,65-69,46,19300,238.3,174.5,317.9,35.1
,Montana,30,2007,2007,Male,M,White,2106-3,70-74 years,70-74,44,14666,300,218,402.8,45.2
,Montana,30,2007,2007,Male,M,White,2106-3,75-79 years,75-79,47,11663,403,296.1,535.9,58.8
,Montana,30,2007,2007,Male,M,White,2106-3,80-84 years,80-84,47,8028,585.5,430.2,778.5,85.4
,Montana,30,2007,2007,Male,M,White,2106-3,85+ years,85+,34,6394,531.7,368.2,743.1,91.2
,Montana,30,2008,2008,Female,F,White,2106-3,55-59 years,55-59,19,34014,55.9,33.6,87.2,12.8
,Montana,30,2008,2008,Female,F,White,2106-3,60-64 years ,60-64,19,26202,72.5,43.7,113.2,16.6
,Montana,30,2008,2008,Female,F,White,2106-3,65-69 years,65-69,31,20601,150.5,102.2,213.6,27
,Montana,30,2008,2008,Female,F,White,2106-3,70-74 years,70-74,31,15796,196.3,133.3,278.6,35.2
,Montana,30,2008,2008,Female,F,White,2106-3,75-79 years,75-79,40,13482,296.7,212,404,46.9
,Montana,30,2008,2008,Female,F,White,2106-3,80-84 years,80-84,41,11117,368.8,264.7,500.3,57.6
,Montana,30,2008,2008,Female,F,White,2106-3,85+ years,85+,26,12370,210.2,137.3,308,41.2
,Montana,30,2008,2008,Male,M,White,2106-3,55-59 years,55-59,22,34804,63.2,39.6,95.7,13.5
,Montana,30,2008,2008,Male,M,White,2106-3,60-64 years ,60-64,27,27714,97.4,64.2,141.7,18.7
,Montana,30,2008,2008,Male,M,White,2106-3,65-69 years,65-69,50,20883,239.4,177.7,315.7,33.9
,Montana,30,2008,2008,Male,M,White,2106-3,70-74 years,70-74,42,15119,277.8,200.2,375.5,42.9
,Montana,30,2008,2008,Male,M,White,2106-3,75-79 years,75-79,57,11633,490,371.1,634.8,64.9
,Montana,30,2008,2008,Male,M,White,2106-3,80-84 years,80-84,46,8243,558,408.6,744.4,82.3
,Montana,30,2008,2008,Male,M,White,2106-3,85+ years,85+,32,6519,490.9,335.8,693,86.8
,Montana,30,2009,2009,Female,F,White,2106-3,60-64 years ,60-64,17,27915,60.9,35.5,97.5,14.8
,Montana,30,2009,2009,Female,F,White,2106-3,65-69 years,65-69,38,21476,176.9,125.2,242.9,28.7
,Montana,30,2009,2009,Female,F,White,2106-3,70-74 years,70-74,45,16313,275.9,201.2,369.1,41.1
,Montana,30,2009,2009,Female,F,White,2106-3,75-79 years,75-79,35,13184,265.5,184.9,369.2,44.9
,Montana,30,2009,2009,Female,F,White,2106-3,80-84 years,80-84,25,11146,224.3,145.2,331.1,44.9
,Montana,30,2009,2009,Female,F,White,2106-3,85+ years,85+,30,12661,236.9,159.9,338.3,43.3
,Montana,30,2009,2009,Male,M,White,2106-3,55-59 years,55-59,18,35605,50.6,30,79.9,11.9
,Montana,30,2009,2009,Male,M,White,2106-3,60-64 years ,60-64,34,29427,115.5,80,161.5,19.8
,Montana,30,2009,2009,Male,M,White,2106-3,65-69 years,65-69,40,21913,182.5,130.4,248.6,28.9
,Montana,30,2009,2009,Male,M,White,2106-3,70-74 years,70-74,37,15677,236,166.2,325.3,38.8
,Montana,30,2009,2009,Male,M,White,2106-3,75-79 years,75-79,34,11605,293,202.9,409.4,50.2
,Montana,30,2009,2009,Male,M,White,2106-3,80-84 years,80-84,28,8456,331.1,220,478.6,62.6
,Montana,30,2009,2009,Male,M,White,2106-3,85+ years,85+,26,6700,388.1,253.5,568.6,76.1
,Montana,30,2010,2010,Female,F,White,2106-3,60-64 years ,60-64,27,29711,90.9,59.9,132.2,17.5
,Montana,30,2010,2010,Female,F,White,2106-3,65-69 years,65-69,37,22215,166.6,117.3,229.6,27.4
,Montana,30,2010,2010,Female,F,White,2106-3,70-74 years,70-74,31,16748,185.1,125.8,262.7,33.2
,Montana,30,2010,2010,Female,F,White,2106-3,75-79 years,75-79,32,13082,244.6,167.3,345.3,43.2
,Montana,30,2010,2010,Female,F,White,2106-3,80-84 years,80-84,42,11295,371.8,268,502.6,57.4
,Montana,30,2010,2010,Female,F,White,2106-3,85+ years,85+,35,12850,272.4,189.7,378.8,46
,Montana,30,2010,2010,Male,M,White,2106-3,55-59 years,55-59,19,36075,52.7,31.7,82.2,12.1
,Montana,30,2010,2010,Male,M,White,2106-3,60-64 years ,60-64,17,31171,54.5,31.8,87.3,13.2
,Montana,30,2010,2010,Male,M,White,2106-3,65-69 years,65-69,39,22714,171.7,122.1,234.7,27.5
,Montana,30,2010,2010,Male,M,White,2106-3,70-74 years,70-74,36,16331,220.4,154.4,305.2,36.7
,Montana,30,2010,2010,Male,M,White,2106-3,75-79 years,75-79,36,11684,308.1,215.8,426.6,51.4
,Montana,30,2010,2010,Male,M,White,2106-3,80-84 years,80-84,42,8605,488.1,351.8,659.8,75.3
,Montana,30,2010,2010,Male,M,White,2106-3,85+ years,85+,26,6959,373.6,244.1,547.4,73.3
,Montana,30,2011,2011,Female,F,White,2106-3,55-59 years,55-59,16,36829,43.4,24.8,70.5,10.9
,Montana,30,2011,2011,Female,F,White,2106-3,60-64 years ,60-64,24,31660,75.8,48.6,112.8,15.5
,Montana,30,2011,2011,Female,F,White,2106-3,65-69 years,65-69,29,22740,127.5,85.4,183.2,23.7
,Montana,30,2011,2011,Female,F,White,2106-3,70-74 years,70-74,40,17421,229.6,164,312.7,36.3
,Montana,30,2011,2011,Female,F,White,2106-3,75-79 years,75-79,37,13223,279.8,197,385.7,46
,Montana,30,2011,2011,Female,F,White,2106-3,80-84 years,80-84,37,11316,327,230.2,450.7,53.8
,Montana,30,2011,2011,Female,F,White,2106-3,85+ years,85+,39,12962,300.9,214,411.3,48.2
,Montana,30,2011,2011,Male,M,White,2106-3,50-54 years,50-54,18,35742,50.4,29.8,79.6,11.9
,Montana,30,2011,2011,Male,M,White,2106-3,55-59 years,55-59,30,36181,82.9,55.9,118.4,15.1
,Montana,30,2011,2011,Male,M,White,2106-3,60-64 years ,60-64,35,33116,105.7,73.6,147,17.9
,Montana,30,2011,2011,Male,M,White,2106-3,65-69 years,65-69,43,23342,184.2,133.3,248.1,28.1
,Montana,30,2011,2011,Male,M,White,2106-3,70-74 years,70-74,45,17053,263.9,192.5,353.1,39.3
,Montana,30,2011,2011,Male,M,White,2106-3,75-79 years,75-79,64,11931,536.4,413.1,685,67.1
,Montana,30,2011,2011,Male,M,White,2106-3,80-84 years,80-84,42,8676,484.1,348.9,654.4,74.7
,Montana,30,2011,2011,Male,M,White,2106-3,85+ years,85+,36,7190,500.7,350.7,693.2,83.4
,Montana,30,2012,2012,Female,F,White,2106-3,60-64 years ,60-64,31,32234,96.2,65.3,136.5,17.3
,Montana,30,2012,2012,Female,F,White,2106-3,65-69 years,65-69,32,24706,129.5,88.6,182.8,22.9
,Montana,30,2012,2012,Female,F,White,2106-3,70-74 years,70-74,30,18060,166.1,112.1,237.1,30.3
,Montana,30,2012,2012,Female,F,White,2106-3,75-79 years,75-79,33,13551,243.5,167.6,342,42.4
,Montana,30,2012,2012,Female,F,White,2106-3,80-84 years,80-84,34,11249,302.2,209.3,422.4,51.8
,Montana,30,2012,2012,Female,F,White,2106-3,85+ years,85+,33,13202,250,172.1,351,43.5
,Montana,30,2012,2012,Male,M,White,2106-3,55-59 years,55-59,20,36176,55.3,33.8,85.4,12.4
,Montana,30,2012,2012,Male,M,White,2106-3,60-64 years ,60-64,26,33369,77.9,50.9,114.2,15.3
,Montana,30,2012,2012,Male,M,White,2106-3,65-69 years,65-69,35,25551,137,95.4,190.5,23.2
,Montana,30,2012,2012,Male,M,White,2106-3,70-74 years,70-74,50,17831,280.4,208.1,369.7,39.7
,Montana,30,2012,2012,Male,M,White,2106-3,75-79 years,75-79,37,12363,299.3,210.7,412.5,49.2
,Montana,30,2012,2012,Male,M,White,2106-3,80-84 years,80-84,39,8784,444,315.7,606.9,71.1
,Montana,30,2012,2012,Male,M,White,2106-3,85+ years,85+,28,7478,374.4,248.8,541.2,70.8
,Montana,30,2013,2013,Female,F,White,2106-3,60-64 years ,60-64,23,33393,68.9,43.7,103.3,14.4
,Montana,30,2013,2013,Female,F,White,2106-3,65-69 years,65-69,31,25837,120,81.5,170.3,21.5
,Montana,30,2013,2013,Female,F,White,2106-3,70-74 years,70-74,50,19224,260.1,193,342.9,36.8
,Montana,30,2013,2013,Female,F,White,2106-3,75-79 years,75-79,37,14004,264.2,186,364.2,43.4
,Montana,30,2013,2013,Female,F,White,2106-3,80-84 years,80-84,38,11076,343.1,242.8,470.9,55.7
,Montana,30,2013,2013,Female,F,White,2106-3,85+ years,85+,31,13407,231.2,157.1,328.2,41.5
,Montana,30,2013,2013,Male,M,White,2106-3,55-59 years,55-59,22,35910,61.3,38.4,92.8,13.1
,Montana,30,2013,2013,Male,M,White,2106-3,60-64 years ,60-64,28,34097,82.1,54.6,118.7,15.5
,Montana,30,2013,2013,Male,M,White,2106-3,65-69 years,65-69,39,26826,145.4,103.4,198.7,23.3
,Montana,30,2013,2013,Male,M,White,2106-3,70-74 years,70-74,39,19133,203.8,144.9,278.7,32.6
,Montana,30,2013,2013,Male,M,White,2106-3,75-79 years,75-79,33,12857,256.7,176.7,360.5,44.7
,Montana,30,2013,2013,Male,M,White,2106-3,80-84 years,80-84,39,8724,447,317.9,611.1,71.6
,Montana,30,2013,2013,Male,M,White,2106-3,85+ years,85+,27,7755,348.2,229.4,506.6,67
,Montana,30,2014,2014,Female,F,White,2106-3,55-59 years,55-59,18,37261,48.3,28.6,76.3,11.4
,Montana,30,2014,2014,Female,F,White,2106-3,60-64 years ,60-64,31,34627,89.5,60.8,127.1,16.1
,Montana,30,2014,2014,Female,F,White,2106-3,65-69 years,65-69,44,27293,161.2,117.1,216.4,24.3
,Montana,30,2014,2014,Female,F,White,2106-3,70-74 years,70-74,47,20074,234.1,172,311.3,34.2
,Montana,30,2014,2014,Female,F,White,2106-3,75-79 years,75-79,47,14503,324.1,238.1,430.9,47.3
,Montana,30,2014,2014,Female,F,White,2106-3,80-84 years,80-84,40,10844,368.9,263.5,502.3,58.3
,Montana,30,2014,2014,Female,F,White,2106-3,85+ years,85+,35,13630,256.8,178.9,357.1,43.4
,Montana,30,2014,2014,Male,M,White,2106-3,55-59 years,55-59,16,35616,44.9,25.7,73,11.2
,Montana,30,2014,2014,Male,M,White,2106-3,60-64 years ,60-64,21,34704,60.5,37.5,92.5,13.2
,Montana,30,2014,2014,Male,M,White,2106-3,65-69 years,65-69,40,28342,141.1,100.8,192.2,22.3
,Montana,30,2014,2014,Male,M,White,2106-3,70-74 years,70-74,49,20069,244.2,180.6,322.8,34.9
,Montana,30,2014,2014,Male,M,White,2106-3,75-79 years,75-79,53,13424,394.8,295.7,516.4,54.2
,Montana,30,2014,2014,Male,M,White,2106-3,80-84 years,80-84,32,8808,363.3,248.5,512.9,64.2
,Montana,30,2014,2014,Male,M,White,2106-3,85+ years,85+,37,7976,463.9,326.6,639.4,76.3
